"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","v1501.1","v1511","b6.1","b6_1","b13_1","b14","b15","e31","v1409","t122","v1601","v1602","v1611","v1621","v1631","v1641","v1511.1","v1501.2"
"8523",21844,"15",3,2,51,1,1,1,4,2,1,6,11,20,16859.6666666667,5505,2,2,3870,5505,3556,2,NA,NA,3,NA,NA,249,280,1,28,1,1,1,1,3556,5505
"8524",21844,"15",3,1,24,2,1,1,4,2,1,5,8,20,16859.6666666667,5505,2,2,3870,5505,3556,2,NA,NA,3,NA,NA,249,280,1,28,1,1,1,1,3556,5505
"8525",21848,"15",3,1,23,2,1,1,4,2,1,11,14,40,5256.66666666667,5505,2,2,3870,5505,3556,2,NA,NA,NA,NA,NA,249,280,1,28,1,1,1,1,3556,5505
"8526",21848,"15",3,2,43,1,1,1,4,2,1,5,8,40,5256.66666666667,5505,2,2,3870,5505,3556,2,NA,NA,3,NA,NA,249,280,1,28,1,1,1,1,3556,5505
"8527",21848,"15",3,1,49,1,1,1,4,2,1,6,11,40,5256.66666666667,5505,2,2,3870,5505,3556,2,NA,NA,3,NA,NA,249,280,1,28,1,1,1,1,3556,5505
"8528",21852,"15",3,1,33,1,0,1,4,2,3,5,8,6,-1861,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8529",21852,"15",3,2,30,1,0,1,4,2,3,6,11,6,-1861,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8530",21856,"15",2,2,45,1,0,1,4,2,4,4,5,15,3245.5,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8531",21856,"15",2,1,44,1,0,1,4,2,3,4,5,15,3245.5,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8532",21860,"15",4,2,50,1,0,1,4,2,4,5,8,7,2889.25,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8533",21860,"15",4,2,22,2,0,1,1,1,1,9,14,7,2889.25,5181,2,1,4041,5181,3580,1,11,2010,1,2010,15,5,209,2,NA,1,1,1,1,3580,5181
"8534",21860,"15",4,1,46,1,0,1,4,2,2,4,5,7,2889.25,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8535",21860,"15",4,1,24,2,0,1,1,1,1,5,8,7,2889.25,5181,2,1,4041,5181,3580,1,11,2010,1,2010,15,5,209,2,NA,1,1,1,1,3580,5181
"8536",21864,"15",3,2,48,1,0,1,4,2,3,6,10,15,4855,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8537",21864,"15",3,1,50,1,0,1,4,NA,3,5,8,15,4855,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8538",21864,"15",3,2,24,2,0,4,2,1,1,9,14,15,4855,5181,2,1,4041,5181,3580,1,11,2010,1,2010,15,5,209,2,NA,1,1,1,1,3580,5181
"8539",21868,"15",4,2,22,2,0,4,2,NA,2,11,14,10,15919.25,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8540",21868,"15",4,1,46,1,0,1,4,2,3,5,8,10,15919.25,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8541",21868,"15",4,2,46,1,0,1,4,2,4,4,5,10,15919.25,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8542",21868,"15",4,2,19,2,0,1,2,NA,2,7,12,10,15919.25,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8543",21872,"15",3,2,50,1,0,1,4,2,4,5,8,18,17192.6666666667,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8544",21872,"15",3,1,50,1,0,1,4,2,2,8,10,18,17192.6666666667,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8545",21872,"15",3,1,26,2,0,1,4,NA,1,8,10,18,17192.6666666667,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8546",21876,"15",3,1,21,2,0,1,2,NA,1,11,15,10,10662.6666666667,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8547",21876,"15",3,2,47,1,0,1,4,2,3,6,10,10,10662.6666666667,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8548",21876,"15",3,1,46,1,0,1,1,2,3,4,5,10,10662.6666666667,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8549",21880,"15",4,1,20,2,0,4,2,NA,1,11,13,35,3686.25,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8550",21880,"15",4,1,41,1,0,1,4,2,3,5,8,35,3686.25,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8551",21880,"15",4,2,42,1,0,1,4,2,4,5,8,35,3686.25,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8552",21880,"15",4,1,16,NA,0,1,2,NA,2,6,9,35,3686.25,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8553",21884,"15",3,2,50,1,0,1,4,2,4,5,8,10,15590.3333333333,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8554",21884,"15",3,2,22,2,0,1,2,NA,1,9,14,10,15590.3333333333,5181,2,1,4041,5181,3580,NA,NA,NA,NA,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8555",21884,"15",3,1,50,1,0,1,4,2,3,6,10,10,15590.3333333333,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8556",21888,"15",3,2,40,1,0,1,1,2,3,6,10,10,6207,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8557",21888,"15",3,1,39,1,0,1,4,2,3,5,8,10,6207,5181,2,1,4041,5181,3580,2,NA,NA,3,NA,NA,5,209,2,NA,1,1,1,1,3580,5181
"8558",21892,"15",3,1,24,1,0,1,4,2,1,4,5,102,4176.66666666667,5532,2,1,8160,5532,3903,2,NA,NA,NA,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8559",21892,"15",3,2,24,1,0,1,4,2,2,4,5,102,4176.66666666667,5532,2,1,8160,5532,3903,2,NA,NA,NA,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8560",21896,"15",3,2,26,1,0,1,4,2,2,4,5,10,3645.33333333333,5532,2,1,8160,5532,3903,2,NA,NA,1,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8561",21896,"15",3,1,29,1,0,1,4,1,1,4,4,10,3645.33333333333,5532,2,1,8160,5532,3903,1,8.10000038146973,2010,1,2007,15,15,109,1,15,1,1,1,1,3903,5532
"8562",21900,"15",4,2,34,1,0,4,4,2,1,5,8,65,1609.75,5532,2,1,8160,5532,3903,2,NA,NA,NA,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8563",21900,"15",4,1,37,1,1,4,4,2,NA,5,7,65,1609.75,5532,2,1,8160,5532,3903,2,NA,NA,NA,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8564",21904,"15",3,1,32,1,0,1,4,2,2,5,8,80,11387,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8565",21904,"15",3,2,32,1,0,1,4,2,2,5,8,80,11387,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8566",21908,"15",2,1,53,1,0,2,1,2,1,12,NA,NA,23813.5,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8567",21908,"15",2,2,52,1,0,1,1,2,2,6,NA,NA,23813.5,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8568",21912,"15",3,1,40,1,0,1,4,2,2,4,5,65,12523,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8569",21912,"15",3,2,41,1,0,1,4,2,2,5,8,65,12523,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8570",21912,"15",3,1,20,2,0,1,4,NA,2,5,8,65,12523,5532,2,1,8160,5532,3903,NA,NA,NA,1,2009,15,15,109,1,15,1,1,1,1,3903,5532
"8571",21916,"15",4,1,22,2,0,1,4,1,2,5,NA,28,3564,5532,2,1,8160,5532,3903,1,9.19999980926514,2009,1,2009,15,15,109,1,15,1,1,1,1,3903,5532
"8572",21916,"15",4,2,45,1,0,1,4,NA,4,4,NA,28,3564,5532,2,1,8160,5532,3903,NA,NA,NA,NA,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8573",21916,"15",4,1,44,1,0,1,4,NA,3,4,NA,28,3564,5532,2,1,8160,5532,3903,NA,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8574",21920,"15",3,2,32,1,0,1,4,2,2,5,8,88,3745,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8575",21920,"15",3,1,31,1,0,1,1,2,2,4,5,88,3745,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8576",21924,"15",5,1,26,1,0,1,4,1,2,5,NA,32,609.8,5532,2,1,8160,5532,3903,1,NA,2009,1,2009,15,15,109,1,15,1,1,1,1,3903,5532
"8577",21924,"15",5,2,28,1,0,1,4,1,2,5,NA,32,609.8,5532,2,1,8160,5532,3903,1,NA,2009,1,2009,15,15,109,1,15,1,1,1,1,3903,5532
"8578",21924,"15",5,1,54,1,0,1,4,2,2,6,NA,32,609.8,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8579",21924,"15",5,2,50,1,0,1,4,2,2,5,NA,32,609.8,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8580",21928,"15",3,2,33,1,0,1,4,2,2,NA,NA,25,8767.33333333333,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8581",21928,"15",3,1,34,1,0,1,4,2,2,NA,NA,25,8767.33333333333,5532,2,1,8160,5532,3903,2,NA,NA,3,NA,NA,15,109,1,15,1,1,1,1,3903,5532
"8582",21932,"15",4,1,42,1,0,3,1,2,2,6,11,62,3369.25,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8583",21932,"15",4,2,41,1,0,3,4,2,2,6,11,62,3369.25,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8584",21936,"15",3,1,56,1,0,1,4,2,3,5,7,35,6522,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8585",21936,"15",3,2,55,1,0,1,4,2,3,4,5,35,6522,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8586",21936,"15",3,1,32,2,0,3,4,1,3,11,15,35,6522,4803,2,1,6100,4803,3612,1,10.1000003814697,2010,1,2009,99,51,184,1,30,1,1,1,1,3612,4803
"8587",21940,"15",3,2,19,2,0,1,4,1,2,5,7,44,6861.33333333333,4803,2,1,6100,4803,3612,1,NA,2009,2,2008,15,51,184,1,30,1,1,1,1,3612,4803
"8588",21940,"15",3,2,47,1,0,1,4,2,3,4,5,44,6861.33333333333,4803,2,1,6100,4803,3612,2,NA,NA,2,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8589",21940,"15",3,1,48,1,0,1,4,2,3,4,5,44,6861.33333333333,4803,2,1,6100,4803,3612,2,NA,NA,2,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8590",21944,"15",4,1,42,1,0,1,1,2,3,4,5,138,5573.75,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8591",21944,"15",4,2,42,1,0,1,4,2,3,5,8,138,5573.75,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8592",21944,"15",4,1,20,NA,0,4,2,NA,1,12,14,138,5573.75,4803,2,1,6100,4803,3612,NA,NA,NA,NA,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8593",21948,"15",3,2,54,4,0,1,4,2,4,6,11,10,8189,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8594",21948,"15",3,1,20,4,0,1,4,NA,1,12,13,10,8189,4803,2,1,6100,4803,3612,NA,NA,NA,NA,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8595",21952,"15",4,1,55,1,0,1,4,2,3,5,8,45,7912.25,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8596",21952,"15",4,2,48,1,0,1,4,2,3,4,4,45,7912.25,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8597",21952,"15",4,2,29,2,0,1,4,1,3,8,11,45,7912.25,4803,2,1,6100,4803,3612,1,8.5,2010,2,2009,15,51,184,1,30,1,1,1,1,3612,4803
"8598",21952,"15",4,2,21,2,0,1,1,NA,NA,NA,NA,45,7912.25,4803,2,1,6100,4803,3612,NA,NA,NA,NA,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8599",21956,"15",4,2,28,1,0,1,4,NA,3,4,4,10,3273.75,4803,2,1,6100,4803,3612,NA,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8600",21956,"15",4,1,30,1,0,1,4,1,3,1,0,10,3273.75,4803,2,1,6100,4803,3612,1,7.40000009536743,2011,1,NA,51,51,184,1,30,1,1,1,1,3612,4803
"8601",21960,"15",2,1,55,1,0,1,4,2,3,6,10,10,9275.5,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8602",21960,"15",2,2,57,1,0,1,4,2,4,4,5,10,9275.5,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8603",21964,"15",3,2,26,1,0,1,4,2,3,5,8,30,6523.33333333333,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8604",21964,"15",3,1,33,1,0,1,4,2,3,5,8,30,6523.33333333333,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8605",21968,"15",4,2,57,4,0,1,4,NA,4,4,4,35,1661,4803,2,1,6100,4803,3612,NA,NA,NA,NA,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8606",21968,"15",4,1,27,1,0,1,4,2,2,5,8,35,1661,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8607",21968,"15",4,2,27,1,0,1,4,2,2,5,8,35,1661,4803,2,1,6100,4803,3612,2,NA,NA,3,NA,NA,51,184,1,30,1,1,1,1,3612,4803
"8608",21976,"15",4,2,45,1,0,1,4,2,2,5,NA,33,4805.25,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8609",21976,"15",4,1,21,2,0,4,4,NA,1,9,14,33,4805.25,4900,2,1,11000,4900,3102,NA,NA,NA,NA,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8610",21976,"15",4,1,48,1,0,2,4,NA,2,6,NA,33,4805.25,4900,2,1,11000,4900,3102,NA,NA,NA,NA,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8611",21976,"15",4,2,23,2,0,1,4,NA,1,11,15,33,4805.25,4900,2,1,11000,4900,3102,NA,NA,NA,NA,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8612",21980,"15",3,2,38,1,0,1,NA,2,2,6,NA,44,5049.33333333333,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8613",21980,"15",3,1,41,1,0,1,NA,2,2,5,NA,44,5049.33333333333,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8614",21984,"15",6,1,57,1,0,1,4,2,2,4,NA,57,2404.66666666667,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8615",21984,"15",6,1,29,1,0,1,2,2,2,4,NA,57,2404.66666666667,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8616",21984,"15",6,2,54,1,0,1,4,2,2,4,NA,57,2404.66666666667,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8617",21984,"15",6,2,29,1,0,1,1,2,2,5,NA,57,2404.66666666667,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8618",21988,"15",5,2,24,1,0,1,NA,2,1,5,NA,57,2486.4,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8619",21988,"15",5,2,54,1,0,1,NA,2,2,4,NA,57,2486.4,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8620",21988,"15",5,1,26,1,0,1,NA,2,1,5,NA,57,2486.4,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8621",21988,"15",5,1,55,1,0,1,NA,2,2,5,NA,57,2486.4,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8622",21992,"15",4,1,41,1,0,1,1,2,1,6,NA,46,10899.5,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8623",21992,"15",4,2,37,1,0,2,4,2,1,9,NA,46,10899.5,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8624",21996,"15",3,2,42,1,0,1,NA,2,2,5,NA,40,9100,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8625",21996,"15",3,1,39,1,0,1,NA,2,2,5,NA,40,9100,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8626",22000,"15",5,2,30,1,0,1,2,2,2,5,NA,57,7461.2,4900,2,1,11000,4900,3102,2,NA,NA,4,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8627",22000,"15",5,1,52,1,0,1,4,2,2,5,NA,57,7461.2,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8628",22000,"15",5,2,51,1,0,1,4,2,2,5,NA,57,7461.2,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8629",22000,"15",5,1,28,1,0,1,2,2,2,5,NA,57,7461.2,4900,2,1,11000,4900,3102,2,NA,NA,4,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8630",22004,"15",4,2,29,3,0,1,NA,1,1,5,NA,46,4611,4900,2,1,11000,4900,3102,1,1.6,2010,4,2007,15,8,172,1,30,1,1,1,1,3102,4900
"8631",22004,"15",4,2,53,1,0,1,NA,2,2,4,NA,46,4611,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8632",22004,"15",4,1,60,1,0,1,NA,2,2,4,NA,46,4611,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8633",22008,"15",4,1,55,1,0,1,4,2,2,5,NA,44,5023,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8634",22008,"15",4,2,19,2,0,1,2,NA,1,11,13,44,5023,4900,2,1,11000,4900,3102,NA,NA,NA,NA,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8635",22008,"15",4,2,47,1,0,1,4,2,3,5,NA,44,5023,4900,2,1,11000,4900,3102,2,NA,NA,3,NA,NA,8,172,1,30,1,1,1,1,3102,4900
"8636",22012,"15",2,2,54,1,1,1,4,2,1,6,9,6,9520.665,2000,1,1,6310,2000,800,2,NA,NA,2,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8637",22012,"15",2,1,59,1,1,1,1,2,1,5,7,6,9520.665,2000,1,1,6310,2000,800,2,NA,NA,2,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8638",22016,"15",5,1,39,1,1,1,1,2,1,6,10,8,2025.058,2000,1,1,6310,2000,800,2,NA,NA,3,2010,NA,16,780,2,NA,1,1,1,1,800,2000
"8639",22016,"15",5,1,17,2,1,1,2,NA,1,6,10,8,2025.058,2000,1,1,6310,2000,800,NA,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8640",22016,"15",5,2,42,1,1,1,4,2,1,4,5,8,2025.058,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8641",22020,"15",2,1,55,1,1,1,4,2,NA,4,5,8,3982.715,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8642",22020,"15",2,2,54,1,1,1,4,2,NA,4,5,8,3982.715,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8643",22024,"15",5,1,37,1,1,1,4,NA,1,3,8,8,6726.544,2000,1,1,6310,2000,800,NA,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8644",22024,"15",5,2,37,1,1,1,1,NA,1,6,11,8,6726.544,2000,1,1,6310,2000,800,NA,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8645",22028,"15",4,2,16,5,1,1,4,NA,1,7,10,4,10583.95,2000,1,1,6310,2000,800,NA,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8646",22028,"15",4,2,41,1,1,1,4,NA,1,8,12,4,10583.95,2000,1,1,6310,2000,800,NA,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8647",22028,"15",4,1,44,1,1,1,4,NA,1,6,10,4,10583.95,2000,1,1,6310,2000,800,NA,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8648",22032,"15",3,2,41,1,1,1,4,2,1,4,4,8,8114.13333333333,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8649",22032,"15",3,1,41,1,0,1,4,1,1,5,8,8,8114.13333333333,2000,1,1,6310,2000,800,1,4.19999980926514,2005,2,2005,15,16,780,2,NA,1,1,1,1,800,2000
"8650",22036,"15",3,1,56,2,1,1,4,NA,1,1,NA,5,2913.35666666667,2000,1,1,6310,2000,800,NA,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8651",22036,"15",3,1,42,2,1,1,4,2,1,5,7,5,2913.35666666667,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8652",22040,"15",2,1,52,1,1,1,4,2,1,5,8,9,2869.7,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8653",22040,"15",2,2,52,1,1,1,4,2,1,4,6,9,2869.7,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8654",22044,"15",4,2,21,5,0,1,4,2,1,4,5,9,6822.2675,2000,1,1,6310,2000,800,2,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8655",22044,"15",4,2,47,1,0,1,4,NA,1,4,5,9,6822.2675,2000,1,1,6310,2000,800,NA,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8656",22044,"15",4,1,49,1,0,1,4,2,1,6,10,9,6822.2675,2000,1,1,6310,2000,800,2,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8657",22044,"15",4,2,18,5,0,1,4,1,1,6,11,9,6822.2675,2000,1,1,6310,2000,800,1,4,2009,1,2009,21,16,780,2,NA,1,1,1,1,800,2000
"8658",22048,"15",3,1,40,1,1,1,4,2,1,5,8,7,7908.63333333333,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8659",22048,"15",3,1,20,5,1,1,4,NA,1,7,12,7,7908.63333333333,2000,1,1,6310,2000,800,NA,NA,NA,NA,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8660",22048,"15",3,2,43,1,1,1,4,2,1,5,8,7,7908.63333333333,2000,1,1,6310,2000,800,2,NA,NA,3,NA,NA,16,780,2,NA,1,1,1,1,800,2000
"8661",22052,"15",3,2,36,1,1,1,4,NA,1,5,NA,12,5359.66666666667,5934,2,1,7150,5934,3900,NA,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8662",22052,"15",3,1,36,1,1,1,4,1,1,5,NA,12,5359.66666666667,5934,2,1,7150,5934,3900,1,NA,2011,2,1992,2,145,890,2,NA,2,1,2,2,3900,5934
"8663",22056,"15",3,1,30,1,1,1,4,1,NA,5,NA,4.09999990463257,4269.66666666667,5934,2,1,7150,5934,3900,1,6,1998,2,1998,15,145,890,2,NA,2,1,2,2,3900,5934
"8664",22056,"15",3,2,29,1,1,1,4,2,2,5,NA,4.09999990463257,4269.66666666667,5934,2,1,7150,5934,3900,2,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8665",22060,"15",3,2,55,1,0,1,4,NA,1,4,NA,15,12219.6666666667,5934,2,1,7150,5934,3900,NA,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8666",22060,"15",3,1,26,2,0,1,2,1,1,5,NA,15,12219.6666666667,5934,2,1,7150,5934,3900,1,NA,2011,1,NA,11,145,890,2,NA,2,1,2,2,3900,5934
"8667",22060,"15",3,1,57,1,0,1,1,NA,1,6,NA,15,12219.6666666667,5934,2,1,7150,5934,3900,NA,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8668",22064,"15",3,2,30,1,1,1,4,2,1,4,5,2,6048.33333333333,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
