"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","a16","a18","h28","h29","a19","a20","a17","a21"
"9414",58944,"64",4,1,16,2,1,1,2,2,2,6,10,30,8443,7446,1,2,9389,551,7446,3935,1,NA,4,1,NA,NA,1,NA
"9415",58944,"64",4,1,48,1,1,1,NA,1,3,5,9,30,8443,7446,1,2,9389,551,7446,3935,1,NA,4,1,4,40,1,NA
"9416",58944,"64",4,2,47,1,1,1,NA,2,3,5,9,30,8443,7446,1,2,9389,551,7446,3935,1,20,4,1,NA,NA,1,NA
"9417",58944,"64",4,2,18,2,1,1,NA,1,2,5,9,30,8443,7446,1,2,9389,551,7446,3935,1,NA,4,1,NA,NA,1,NA
"9418",58952,"64",6,1,41,1,1,1,1,2,2,6,12,12,15492.8333333333,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9419",58952,"64",6,2,40,1,1,1,NA,2,2,5,9,12,15492.8333333333,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9420",58960,"64",5,2,38,1,1,1,NA,2,3,NA,NA,12.5,5254.4,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9421",58960,"64",5,2,19,2,1,1,2,NA,2,9,14,12.5,5254.4,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9422",58960,"64",5,1,40,1,1,1,NA,2,3,NA,NA,12.5,5254.4,7446,1,2,9389,551,7446,3935,1,NA,3,NA,1,20,1,2
"9423",58960,"64",5,2,16,2,1,1,2,NA,2,5,9,12.5,5254.4,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9424",58968,"64",3,1,49,1,1,1,NA,2,2,5,8,9,11847,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,15,1,1
"9425",58968,"64",3,2,22,2,1,4,NA,1,1,9,15,9,11847,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,0,1,2
"9426",58968,"64",3,2,49,1,1,1,NA,1,2,5,8,9,11847,7446,1,2,9389,551,7446,3935,1,10,2,NA,0,0,1,1
"9427",58976,"64",4,2,46,1,1,1,NA,1,3,5,9,86.5,16195.5,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9428",58976,"64",4,2,19,2,1,1,NA,2,1,11,13,86.5,16195.5,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9429",58976,"64",4,1,45,1,1,1,NA,1,3,5,9,86.5,16195.5,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9430",58976,"64",4,1,22,2,1,4,NA,2,1,11,14,86.5,16195.5,7446,1,2,9389,551,7446,3935,1,NA,3,NA,0,0,1,2
"9431",58984,"64",6,1,56,1,1,5,1,2,4,5,9,NA,5088.33333333333,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,0,1,2
"9432",58984,"64",6,2,54,1,1,4,NA,2,4,5,9,NA,5088.33333333333,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,0,1,2
"9433",58984,"64",6,1,16,2,1,4,NA,2,2,6,10,NA,5088.33333333333,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,0,1,2
"9434",58984,"64",6,2,31,1,1,5,NA,2,2,5,9,NA,5088.33333333333,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,0,1,2
"9435",58984,"64",6,1,33,1,1,5,NA,2,2,5,9,NA,5088.33333333333,7446,1,2,9389,551,7446,3935,1,NA,2,NA,0,0,1,2
"9436",59000,"64",4,2,39,1,1,1,NA,1,3,5,NA,5,8039.75,7035,1,2,5500,531,7035,3678,1,NA,2,NA,0,0,1,2
"9437",59000,"64",4,2,17,2,1,1,NA,NA,1,6,10,5,8039.75,7035,1,2,5500,531,7035,3678,1,NA,2,NA,0,0,1,2
"9438",59000,"64",4,1,38,1,1,1,NA,1,3,5,NA,5,8039.75,7035,1,2,5500,531,7035,3678,1,NA,2,NA,0,0,1,2
"9439",59008,"64",2,1,47,1,1,1,NA,1,3,5,9,15,27857.5,7035,1,2,5500,531,7035,3678,1,0,2,NA,0,0,1,2
"9440",59008,"64",2,2,46,1,1,1,NA,1,3,5,9,15,27857.5,7035,1,2,5500,531,7035,3678,1,0,2,NA,0,0,1,2
"9441",59016,"64",3,1,46,1,1,1,NA,1,3,5,9,16,10757.3333333333,7035,1,2,5500,531,7035,3678,1,NA,4,1,0,20,1,2
"9442",59016,"64",3,2,43,1,1,1,NA,2,3,4,6,16,10757.3333333333,7035,1,2,5500,531,7035,3678,1,NA,4,1,0,0,1,2
"9443",59016,"64",3,1,19,2,1,1,NA,1,2,5,9,16,10757.3333333333,7035,1,2,5500,531,7035,3678,1,NA,4,1,0,5,1,2
"9444",59024,"64",1,2,52,1,1,1,NA,2,3,6,12,13,10445,7035,1,2,5500,531,7035,3678,1,NA,4,1,0,0,1,2
"9445",59032,"64",3,1,16,2,1,1,NA,NA,2,5,9,11,11836.3333333333,7035,1,2,5500,531,7035,3678,1,NA,2,NA,NA,NA,1,2
"9446",59032,"64",3,2,42,1,1,1,NA,1,2,4,5,11,11836.3333333333,7035,1,2,5500,531,7035,3678,1,NA,2,NA,NA,NA,1,2
"9447",59032,"64",3,1,41,1,1,1,NA,1,2,5,8,11,11836.3333333333,7035,1,2,5500,531,7035,3678,1,NA,2,NA,1,10,1,2
"9448",59040,"64",6,1,38,1,1,1,NA,1,2,5,8,9,4088,NA,1,2,4200,544,NA,NA,1,0,3,NA,0,20,1,2
"9449",59040,"64",6,2,36,1,1,1,NA,1,2,6,11,9,4088,NA,1,2,4200,544,NA,NA,1,0,3,NA,0,0,1,2
"9450",59048,"64",4,2,39,1,1,1,NA,2,2,5,8,7,8228,NA,1,2,4200,544,NA,NA,1,0,3,NA,0,0,1,2
"9451",59048,"64",4,1,42,1,1,1,NA,1,2,5,8,7,8228,NA,1,2,4200,544,NA,NA,1,0,3,NA,0,20,1,2
"9452",59048,"64",4,2,18,2,1,1,2,NA,2,6,11,7,8228,NA,1,2,4200,544,NA,NA,1,0,3,NA,0,0,1,2
"9453",59056,"64",7,1,24,2,1,1,NA,1,NA,6,11,15.6,1638.71428571429,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9454",59056,"64",7,1,50,1,1,1,NA,1,NA,5,8,15.6,1638.71428571429,NA,1,2,4200,544,NA,NA,1,0,3,NA,0,20,1,2
"9455",59056,"64",7,2,51,1,1,1,NA,1,NA,5,8,15.6,1638.71428571429,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9456",59056,"64",7,2,22,2,1,1,NA,1,NA,6,11,15.6,1638.71428571429,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9457",59056,"64",7,2,22,2,1,1,NA,1,NA,6,11,15.6,1638.71428571429,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9458",59064,"64",5,1,22,2,1,1,NA,1,NA,5,9,11,7247.4,NA,1,2,4200,544,NA,NA,1,0,2,NA,NA,NA,1,2
"9459",59064,"64",5,1,44,1,1,1,NA,1,NA,5,8,11,7247.4,NA,1,2,4200,544,NA,NA,1,0,2,NA,NA,20,1,2
"9460",59064,"64",5,2,44,1,1,1,NA,1,NA,5,8,11,7247.4,NA,1,2,4200,544,NA,NA,1,0,2,NA,NA,NA,1,2
"9461",59064,"64",5,2,19,2,1,1,NA,1,NA,7,9,11,7247.4,NA,1,2,4200,544,NA,NA,1,0,2,NA,NA,NA,1,2
"9462",59072,"64",4,1,18,2,1,1,NA,1,2,5,9,13.5,9869.75,NA,1,2,4200,544,NA,NA,1,NA,2,NA,NA,NA,1,2
"9463",59072,"64",4,2,39,1,1,1,NA,1,2,5,9,13.5,9869.75,NA,1,2,4200,544,NA,NA,1,NA,2,NA,NA,NA,1,2
"9464",59072,"64",4,1,38,1,1,1,NA,1,2,5,9,13.5,9869.75,NA,1,2,4200,544,NA,NA,1,20,2,NA,NA,10,1,2
"9465",59080,"64",4,2,46,1,1,1,NA,2,2,5,8,5.4,5135.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9466",59080,"64",4,1,20,2,1,1,NA,1,2,5,9,5.4,5135.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,1,0,1,2
"9467",59080,"64",4,1,45,1,1,1,NA,2,2,5,8,5.4,5135.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9468",59080,"64",4,2,24,2,1,1,NA,1,2,5,9,5.4,5135.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9469",59088,"64",4,1,18,2,1,1,2,NA,2,6,12,6.5,11250.5,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9470",59088,"64",4,1,21,2,1,1,NA,1,2,5,9,6.5,11250.5,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9471",59088,"64",4,2,42,1,1,1,NA,1,2,5,8,6.5,11250.5,NA,1,2,4200,544,NA,NA,1,0,3,NA,NA,NA,1,2
"9472",59088,"64",4,1,45,1,1,1,NA,2,2,5,8,6.5,11250.5,NA,1,2,4200,544,NA,NA,1,0,3,NA,1,20,1,2
"9473",59096,"64",6,1,60,1,1,1,NA,2,2,5,8,17,6893.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9474",59096,"64",6,2,33,1,1,1,NA,1,2,5,8,17,6893.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9475",59096,"64",6,2,57,1,1,1,NA,2,2,1,0,17,6893.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9476",59096,"64",6,1,32,1,1,1,1,1,2,5,8,17,6893.5,NA,1,2,4200,544,NA,NA,1,0,2,NA,0,0,1,2
"9477",59104,"64",6,1,39,1,1,NA,NA,1,2,5,8,12,7364.66666666667,NA,1,2,4200,544,NA,NA,1,0,2,NA,NA,10,1,2
"9478",59104,"64",6,2,39,1,1,NA,NA,1,2,5,8,12,7364.66666666667,NA,1,2,4200,544,NA,NA,1,0,2,NA,NA,NA,1,2
"9479",59112,"64",2,2,58,1,1,NA,NA,1,2,1,NA,9.7,26008.5,NA,1,2,4200,544,NA,NA,4,30,3,NA,NA,NA,NA,2
"9480",59112,"64",2,1,58,1,1,NA,1,1,2,4,5,9.7,26008.5,NA,1,2,4200,544,NA,NA,1,NA,3,NA,1,20,NA,2
"9481",59120,"64",1,1,27,2,0,3,NA,2,2,11,10,NA,189000,7554,1,1,1560,729,7554,NA,1,NA,2,NA,1,40,1,NA
"9482",59128,"64",4,1,21,2,0,3,NA,2,2,5,9,NA,34000,7554,1,1,1560,729,7554,NA,1,0,2,NA,NA,NA,1,NA
"9483",59128,"64",4,2,38,1,0,3,NA,2,2,5,8,NA,34000,7554,1,1,1560,729,7554,NA,1,0,2,NA,NA,NA,1,NA
"9484",59128,"64",4,1,44,1,0,3,NA,2,2,5,8,NA,34000,7554,1,1,1560,729,7554,NA,1,0,2,NA,NA,20,1,NA
"9485",59136,"64",2,1,51,1,0,3,NA,2,2,4,5,NA,56000,7554,1,1,1560,729,7554,NA,1,NA,2,NA,NA,20,1,1
"9486",59136,"64",2,2,47,1,0,3,NA,2,2,4,5,NA,56000,7554,1,1,1560,729,7554,NA,1,NA,2,NA,NA,NA,1,1
"9487",59144,"64",3,2,25,1,0,3,NA,2,2,5,9,NA,34666.6666666667,7554,1,1,1560,729,7554,NA,1,NA,2,NA,NA,NA,1,NA
"9488",59144,"64",3,1,27,1,0,3,NA,2,2,5,9,NA,34666.6666666667,7554,1,1,1560,729,7554,NA,1,NA,2,NA,1,NA,1,NA
"9489",59152,"64",3,2,41,1,0,3,NA,2,2,4,5,NA,75666.6666666667,7554,1,1,1560,729,7554,NA,1,NA,2,NA,NA,NA,1,1
"9490",59152,"64",3,1,41,1,0,3,NA,2,2,4,5,NA,75666.6666666667,7554,1,1,1560,729,7554,NA,1,NA,2,NA,7,20,1,1
"9491",59152,"64",3,2,19,2,0,3,NA,2,2,6,12,NA,75666.6666666667,7554,1,1,1560,729,7554,NA,1,NA,2,NA,NA,NA,1,2
"9492",59160,"64",3,1,23,1,0,3,NA,2,2,5,8,NA,34666.6666666667,7554,1,1,1560,729,7554,NA,1,0,2,NA,NA,NA,1,2
"9493",59160,"64",3,2,21,1,0,3,NA,NA,2,5,8,NA,34666.6666666667,7554,1,1,1560,729,7554,NA,1,0,2,NA,NA,NA,1,2
"9494",59168,"64",4,1,28,2,0,3,NA,2,1,5,8,100,185500,7554,1,1,1560,729,7554,NA,1,0,2,NA,0,NA,1,2
"9495",59168,"64",4,1,23,2,0,3,2,NA,1,11,15,100,185500,7554,1,1,1560,729,7554,NA,1,0,2,NA,0,NA,1,2
"9496",59168,"64",4,2,45,1,0,3,NA,2,2,4,5,100,185500,7554,1,1,1560,729,7554,NA,1,0,2,NA,0,NA,1,1
"9497",59168,"64",4,1,48,1,0,3,NA,2,2,4,5,100,185500,7554,1,1,1560,729,7554,NA,1,0,2,NA,0,NA,1,1
"9498",59176,"64",3,1,47,1,0,3,1,2,2,4,5,NA,40000,7554,1,1,1560,729,7554,NA,1,0,1,NA,2,40,1,1
"9499",59176,"64",3,2,42,1,0,3,NA,2,2,5,8,NA,40000,7554,1,1,1560,729,7554,NA,1,0,1,NA,NA,NA,1,NA
"9500",59176,"64",3,1,19,2,0,3,2,NA,1,6,12,NA,40000,7554,1,1,1560,729,7554,NA,1,0,1,NA,NA,NA,1,NA
"9501",59184,"64",3,1,28,1,NA,3,NA,2,2,5,8,NA,24000,7554,1,1,1560,729,7554,NA,1,NA,2,NA,1,20,1,2
"9502",59184,"64",3,2,25,1,NA,3,NA,2,2,5,8,NA,24000,7554,1,1,1560,729,7554,NA,1,NA,2,NA,NA,NA,1,2
"9503",59192,"64",3,2,38,1,0,3,NA,2,2,5,8,NA,21333.3333333333,7554,1,1,1560,729,7554,NA,1,0,2,NA,NA,NA,1,2
"9504",59192,"64",3,1,43,1,0,3,NA,2,2,5,8,NA,21333.3333333333,7554,1,1,1560,729,7554,NA,1,0,2,NA,2,40,1,2
"9505",59200,"64",2,2,58,1,1,1,NA,2,2,1,NA,20,16000,7822,1,2,10168,622,7822,4621,1,NA,2,NA,NA,NA,1,NA
"9506",59200,"64",2,1,57,1,1,1,NA,2,2,1,NA,20,16000,7822,1,2,10168,622,7822,4621,1,NA,2,NA,7,20,1,NA
"9507",59208,"64",4,2,22,2,1,4,1,NA,1,10,14,13.5,8310,7822,1,2,10168,622,7822,4621,NA,NA,2,NA,NA,NA,NA,2
"9508",59208,"64",4,2,46,1,1,1,NA,2,2,5,8,13.5,8310,7822,1,2,10168,622,7822,4621,NA,NA,2,NA,NA,NA,NA,1
"9509",59208,"64",4,1,53,1,1,1,NA,2,2,4,5,13.5,8310,7822,1,2,10168,622,7822,4621,4,30,2,NA,NA,NA,3,1
"9510",59216,"64",2,2,57,1,1,1,NA,2,2,4,3,18,11200,7822,1,2,10168,622,7822,4621,1,NA,1,NA,NA,NA,1,1
"9511",59224,"64",4,1,21,2,1,4,2,NA,2,9,NA,16,6500,7822,1,2,10168,622,7822,4621,1,NA,3,NA,NA,NA,NA,NA
"9512",59224,"64",4,2,50,1,1,1,NA,2,2,1,NA,16,6500,7822,1,2,10168,622,7822,4621,1,NA,3,NA,NA,NA,NA,NA
"9513",59224,"64",4,2,24,2,1,1,2,2,2,5,NA,16,6500,7822,1,2,10168,622,7822,4621,1,NA,3,NA,NA,NA,NA,NA
"9514",59224,"64",4,1,55,1,1,1,NA,2,2,5,NA,16,6500,7822,1,2,10168,622,7822,4621,1,NA,3,NA,NA,NA,NA,NA
"9515",59240,"64",4,2,38,1,1,1,NA,2,2,4,3,6,6300,7822,1,2,10168,622,7822,4621,1,NA,2,NA,NA,NA,1,1
"9516",59240,"64",4,1,42,1,1,1,NA,NA,2,4,3,6,6300,7822,1,2,10168,622,7822,4621,1,NA,2,NA,NA,30,1,1
"9517",59240,"64",4,2,18,2,1,1,2,NA,2,6,10,6,6300,7822,1,2,10168,622,7822,4621,1,NA,2,NA,NA,NA,1,NA
"9518",59248,"64",3,2,26,1,1,1,NA,NA,2,5,9,NA,0,7822,1,2,10168,622,7822,4621,1,0,2,NA,NA,NA,1,2
"9519",59248,"64",3,1,29,1,1,1,NA,2,2,5,9,NA,0,7822,1,2,10168,622,7822,4621,1,0,2,NA,NA,NA,1,2
"9520",59264,"64",3,1,23,2,NA,1,2,NA,1,9,15,7,8066.66666666667,7822,1,2,10168,622,7822,4621,1,0,2,NA,0,0,1,NA
"9521",59264,"64",3,2,58,1,NA,1,NA,2,2,5,8,7,8066.66666666667,7822,1,2,10168,622,7822,4621,1,0,2,NA,0,0,1,1
"9522",59280,"64",5,2,49,1,0,1,NA,2,2,6,11,6,6381.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9523",59280,"64",5,1,19,2,0,1,2,NA,1,6,12,6,6381.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9524",59280,"64",5,2,25,2,0,1,1,2,1,11,16,6,6381.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9525",59280,"64",5,1,53,1,0,1,NA,1,2,6,11,6,6381.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9526",59280,"64",5,2,27,2,0,1,1,2,1,11,16,6,6381.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9527",59288,"64",3,1,30,1,1,1,NA,2,2,6,NA,4,16853,7693,1,2,5800,1119,7693,4200,1,0,2,NA,1,0,1,NA
"9528",59288,"64",3,2,27,1,1,1,NA,2,2,6,NA,4,16853,7693,1,2,5800,1119,7693,4200,1,0,2,NA,0,0,1,NA
"9529",59296,"64",3,1,26,2,1,1,NA,1,1,5,9,5,6080.66666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9530",59296,"64",3,2,50,1,1,1,NA,2,2,5,9,5,6080.66666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9531",59296,"64",3,1,57,1,1,1,NA,2,2,1,0,5,6080.66666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9532",59304,"64",5,1,51,1,1,1,1,2,NA,4,6,9.4,1944.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9533",59304,"64",5,2,47,1,1,1,NA,2,NA,1,0,9.4,1944.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9534",59304,"64",5,1,25,1,1,1,NA,1,NA,5,9,9.4,1944.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9535",59304,"64",5,2,23,2,1,1,NA,1,NA,5,9,9.4,1944.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9536",59304,"64",5,2,23,1,1,1,NA,2,NA,5,9,9.4,1944.4,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9537",59312,"64",5,1,31,1,1,1,NA,2,2,5,9,4,11576.2,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,5,1,2
"9538",59312,"64",5,1,59,1,1,1,NA,2,2,4,5,4,11576.2,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,5,1,2
"9539",59312,"64",5,2,55,1,1,1,NA,2,2,1,0,4,11576.2,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9540",59312,"64",5,2,31,1,1,1,NA,2,2,8,12,4,11576.2,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9541",59320,"64",3,1,23,2,1,1,NA,1,2,5,NA,10,9110.66666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9542",59320,"64",3,2,54,1,1,1,NA,2,2,1,NA,10,9110.66666666667,7693,1,2,5800,1119,7693,4200,2,0,3,NA,0,0,1,2
"9543",59320,"64",3,1,51,1,1,1,NA,1,2,1,NA,10,9110.66666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,40,1,2
"9544",59328,"64",5,2,58,1,1,1,NA,2,2,5,8,7,3114,7693,1,2,5800,1119,7693,4200,5,150,4,3,0,0,1,2
"9545",59328,"64",5,1,60,1,1,1,NA,2,2,5,8,7,3114,7693,1,2,5800,1119,7693,4200,1,0,4,3,0,10,1,2
"9546",59328,"64",5,1,30,1,1,1,NA,2,2,5,9,7,3114,7693,1,2,5800,1119,7693,4200,1,0,4,3,0,0,1,2
"9547",59328,"64",5,2,23,1,1,1,NA,2,2,5,9,7,3114,7693,1,2,5800,1119,7693,4200,1,0,4,3,0,0,1,2
"9548",59336,"64",3,1,56,1,1,1,1,2,1,9,NA,10.1,11996.6666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,10,1,2
"9549",59336,"64",3,2,56,1,1,1,NA,2,2,2,NA,10.1,11996.6666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9550",59336,"64",3,1,27,2,1,1,NA,2,1,12,NA,10.1,11996.6666666667,7693,1,2,5800,1119,7693,4200,1,0,3,NA,0,0,1,2
"9551",59344,"64",4,2,58,1,1,1,NA,2,2,4,5,7,6538.25,7693,1,2,5800,1119,7693,4200,1,0,2,NA,0,0,1,2
"9552",59344,"64",4,1,58,1,1,1,1,2,2,4,5,7,6538.25,7693,1,2,5800,1119,7693,4200,1,0,2,NA,7,10,1,2
"9553",59344,"64",4,1,32,2,1,1,2,1,1,6,12,7,6538.25,7693,1,2,5800,1119,7693,4200,1,0,2,NA,0,0,1,2
"9554",59344,"64",4,1,28,2,1,1,2,1,1,8,12,7,6538.25,7693,1,2,5800,1119,7693,4200,1,0,2,NA,0,0,1,2
"9555",59352,"64",4,2,42,1,1,1,4,1,2,4,5,3,6929.25,7455,1,2,2980,695,7455,3650,1,0,2,NA,NA,NA,1,2
"9556",59352,"64",4,1,43,1,1,1,4,1,2,5,6,3,6929.25,7455,1,2,2980,695,7455,3650,1,0,2,NA,NA,NA,1,2
"9557",59360,"64",4,1,35,1,1,1,4,1,3,5,9,9,10132.25,7455,1,2,2980,695,7455,3650,2,NA,3,NA,NA,NA,1,2
"9558",59360,"64",4,2,35,1,1,1,4,1,3,5,9,9,10132.25,7455,1,2,2980,695,7455,3650,2,NA,3,NA,NA,NA,1,2
"9559",59368,"64",5,2,34,1,1,1,4,2,3,5,9,5,12853.4,6500,1,2,8600,960,6500,3800,1,0,2,NA,NA,NA,1,2
"9560",59368,"64",5,1,35,1,1,1,4,1,3,5,9,5,12853.4,6500,1,2,8600,960,6500,3800,1,0,2,NA,NA,NA,1,2
"9561",59376,"64",4,2,32,1,0,1,4,1,4,4,6,3,10889.25,6317,1,1,3754,918,6317,3580,1,0,3,NA,0,0,1,2
"9562",59376,"64",4,1,34,1,0,1,4,1,4,5,9,3,10889.25,6317,1,1,3754,918,6317,3580,1,0,3,NA,0,20,1,2
"9563",59384,"64",4,1,32,1,0,1,4,1,3,5,9,2,6542.25,6317,1,1,3754,918,6317,3580,1,0,2,NA,0,20,1,2
"9564",59384,"64",4,2,31,1,0,1,4,NA,4,6,12,2,6542.25,6317,1,1,3754,918,6317,3580,1,0,2,NA,0,NA,1,2
"9565",59392,"64",3,1,49,1,0,1,4,1,3,5,7,4,10155,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,20,1,1
"9566",59392,"64",3,1,18,2,0,1,4,NA,1,7,13,4,10155,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,NA,1,2
"9567",59392,"64",3,2,47,1,0,1,4,2,3,4,5,4,10155,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,NA,1,2
"9568",59400,"64",5,2,41,1,0,1,4,2,4,4,6,6,9129,6317,1,1,3754,918,6317,3580,1,0,2,1,NA,NA,1,2
"9569",59400,"64",5,2,17,2,0,1,4,1,3,5,9,6,9129,6317,1,1,3754,918,6317,3580,1,0,2,1,NA,NA,1,NA
"9570",59400,"64",5,1,42,1,0,1,4,1,4,4,6,6,9129,6317,1,1,3754,918,6317,3580,1,0,2,1,1,20,1,1
"9571",59408,"64",3,2,21,2,0,1,4,NA,2,11,15,12,11652,6317,1,1,3754,918,6317,3580,1,NA,2,1,NA,NA,1,2
"9572",59408,"64",3,1,46,1,0,1,1,2,4,4,5,12,11652,6317,1,1,3754,918,6317,3580,1,NA,2,1,NA,30,1,2
"9573",59408,"64",3,2,46,1,0,1,4,2,4,4,5,12,11652,6317,1,1,3754,918,6317,3580,1,NA,2,1,NA,NA,1,2
"9574",59416,"64",4,2,38,1,0,1,4,NA,3,4,5,1,10624.25,6317,1,1,3754,918,6317,3580,1,0,3,1,NA,NA,1,2
"9575",59416,"64",4,1,38,1,0,1,4,1,3,5,8,1,10624.25,6317,1,1,3754,918,6317,3580,1,0,3,1,NA,60,1,2
"9576",59424,"64",2,2,54,1,0,1,NA,NA,4,1,NA,6,6896,6317,1,1,3754,918,6317,3580,4,30,2,NA,NA,NA,1,1
"9577",59424,"64",2,1,56,1,0,1,NA,1,4,1,NA,6,6896,6317,1,1,3754,918,6317,3580,1,0,2,NA,NA,10,1,2
"9578",59432,"64",5,2,49,4,0,1,4,2,4,1,NA,4,8711,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,NA,1,NA
"9579",59432,"64",5,2,21,1,0,1,4,2,2,5,9,4,8711,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,NA,1,2
"9580",59432,"64",5,1,24,1,0,1,4,1,2,6,12,4,8711,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,10,1,2
"9581",59440,"64",6,2,43,1,0,1,4,2,4,5,9,5,11785.5,6317,1,1,3754,918,6317,3580,1,0,2,1,NA,NA,1,2
"9582",59440,"64",6,1,45,1,0,1,4,2,3,5,9,5,11785.5,6317,1,1,3754,918,6317,3580,1,0,2,1,NA,NA,1,2
"9583",59440,"64",6,2,16,2,0,1,4,NA,2,6,10,5,11785.5,6317,1,1,3754,918,6317,3580,1,0,2,1,NA,NA,1,NA
"9584",59440,"64",6,2,22,2,0,1,4,2,2,6,12,5,11785.5,6317,1,1,3754,918,6317,3580,1,0,2,1,NA,NA,1,2
"9585",59448,"64",4,2,45,1,0,1,4,2,3,4,6,8,16023.5,6317,1,1,3754,918,6317,3580,1,0,3,NA,0,NA,1,2
"9586",59448,"64",4,1,45,1,0,1,4,1,3,5,9,8,16023.5,6317,1,1,3754,918,6317,3580,1,0,3,NA,0,20,1,2
"9587",59448,"64",4,1,21,2,0,1,2,NA,2,9,15,8,16023.5,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,NA,1,2
"9588",59448,"64",4,2,22,2,0,1,1,1,1,11,16,8,16023.5,6317,1,1,3754,918,6317,3580,1,0,3,NA,NA,NA,1,2
"9589",59456,"64",4,2,34,1,0,1,4,2,4,4,6,4,2726.75,7300,1,1,4200,463,7300,3800,1,0,3,1,NA,NA,1,2
"9590",59456,"64",4,1,33,1,0,1,4,1,4,4,6,4,2726.75,7300,1,1,4200,463,7300,3800,1,0,3,1,NA,20,1,2
"9591",59464,"64",5,1,34,1,0,1,4,1,4,4,NA,3,13935.4,7300,1,1,4200,463,7300,3800,1,0,2,1,NA,NA,1,2
"9592",59464,"64",5,2,30,1,0,1,4,1,4,5,NA,3,13935.4,7300,1,1,4200,463,7300,3800,1,0,2,1,NA,NA,1,2
"9593",59472,"64",2,2,47,1,0,1,4,2,3,4,6,5,8136.5,7300,1,1,4200,463,7300,3800,4,200,3,NA,NA,NA,1,1
