"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","a16","a18","h28","h29","a19","a20","a17","a21"
"4195",23528,"53",5,2,23,1,0,1,4,2,NA,5,9,17,4038.6,3494,1,1,4200,387,3494,2145,1,0,2,NA,NA,NA,1,2
"4196",23528,"53",5,1,53,1,0,1,4,2,NA,4,5,17,4038.6,3494,1,1,4200,387,3494,2145,1,5,2,NA,NA,NA,1,2
"4197",23528,"53",5,1,25,1,0,1,4,2,NA,5,9,17,4038.6,3494,1,1,4200,387,3494,2145,1,0,2,NA,NA,NA,1,2
"4198",23544,"53",7,2,20,2,0,1,4,2,NA,5,9,7,3446.28571428571,4923,1,1,2514,614,4923,2410,1,0,4,1,NA,NA,1,2
"4199",23544,"53",7,1,30,1,0,1,4,2,NA,4,6,7,3446.28571428571,4923,1,1,2514,614,4923,2410,1,0,4,1,NA,NA,1,2
"4200",23544,"53",7,2,18,2,0,1,4,2,NA,5,9,7,3446.28571428571,4923,1,1,2514,614,4923,2410,1,0,4,1,NA,NA,1,2
"4201",23544,"53",7,1,27,1,0,1,4,2,NA,8,11,7,3446.28571428571,4923,1,1,2514,614,4923,2410,1,0,4,1,NA,NA,1,2
"4202",23544,"53",7,2,55,1,0,1,4,2,NA,4,5,7,3446.28571428571,4923,1,1,2514,614,4923,2410,1,30,4,1,NA,NA,1,2
"4203",23544,"53",7,1,25,1,0,1,4,2,NA,5,9,7,3446.28571428571,4923,1,1,2514,614,4923,2410,1,0,4,1,NA,NA,1,2
"4204",23552,"53",4,2,38,1,0,1,4,2,NA,5,5,6,6800,4923,1,1,2514,614,4923,2410,1,10,2,NA,NA,NA,1,2
"4205",23552,"53",4,1,42,1,0,1,1,2,NA,8,11,6,6800,4923,1,1,2514,614,4923,2410,1,5,2,NA,NA,NA,1,2
"4206",23560,"53",4,2,19,2,0,1,4,2,NA,5,9,5,9964.25,4923,1,1,2514,614,4923,2410,1,0,2,NA,NA,NA,1,2
"4207",23560,"53",4,2,46,1,0,1,4,2,NA,4,5,5,9964.25,4923,1,1,2514,614,4923,2410,1,10,2,NA,NA,NA,1,2
"4208",23560,"53",4,1,53,1,0,1,4,2,NA,4,5,5,9964.25,4923,1,1,2514,614,4923,2410,1,20,2,NA,NA,NA,1,2
"4209",23568,"53",5,1,21,2,0,1,4,2,NA,5,9,4,4644.8,4923,1,1,2514,614,4923,2410,1,0,3,NA,NA,NA,1,2
"4210",23568,"53",5,2,52,1,0,1,4,2,NA,4,5,4,4644.8,4923,1,1,2514,614,4923,2410,1,20,3,NA,NA,NA,1,1
"4211",23568,"53",5,2,26,1,0,1,4,2,NA,5,9,4,4644.8,4923,1,1,2514,614,4923,2410,1,0,3,NA,NA,NA,1,2
"4212",23568,"53",5,1,55,1,0,1,4,2,NA,4,5,4,4644.8,4923,1,1,2514,614,4923,2410,1,10,3,NA,NA,NA,1,2
"4213",23568,"53",5,2,28,1,0,1,4,2,NA,4,6,4,4644.8,4923,1,1,2514,614,4923,2410,1,10,3,NA,NA,NA,1,2
"4214",23576,"53",8,2,23,1,0,1,4,2,NA,5,9,5,3827.625,4923,1,1,2514,614,4923,2410,1,10,3,NA,NA,NA,1,2
"4215",23576,"53",8,2,55,1,0,1,4,2,NA,4,5,5,3827.625,4923,1,1,2514,614,4923,2410,1,30,3,NA,NA,NA,1,2
"4216",23576,"53",8,1,57,1,0,1,4,1,NA,4,5,5,3827.625,4923,1,1,2514,614,4923,2410,1,10,3,NA,NA,NA,1,2
"4217",23576,"53",8,2,22,1,0,1,4,2,NA,5,9,5,3827.625,4923,1,1,2514,614,4923,2410,1,5,3,NA,NA,NA,1,2
"4218",23576,"53",8,1,28,1,0,1,4,1,NA,5,9,5,3827.625,4923,1,1,2514,614,4923,2410,1,2,3,NA,NA,NA,1,2
"4219",23576,"53",8,1,25,1,0,1,4,1,NA,5,9,5,3827.625,4923,1,1,2514,614,4923,2410,1,5,3,NA,NA,NA,1,2
"4220",23576,"53",8,2,22,1,0,1,4,2,NA,5,9,5,3827.625,4923,1,1,2514,614,4923,2410,1,0,3,NA,NA,NA,1,2
"4221",23584,"53",7,2,58,1,0,1,4,2,NA,4,5,7,3632.28571428571,4923,1,1,2514,614,4923,2410,3,20,3,NA,NA,NA,1,1
"4222",23584,"53",7,1,26,1,0,1,4,1,NA,5,9,7,3632.28571428571,4923,1,1,2514,614,4923,2410,1,5,3,NA,NA,NA,1,2
"4223",23584,"53",7,2,22,1,0,1,4,2,NA,4,6,7,3632.28571428571,4923,1,1,2514,614,4923,2410,1,100,3,NA,NA,NA,3,2
"4224",23584,"53",7,1,24,3,0,1,4,2,NA,5,9,7,3632.28571428571,4923,1,1,2514,614,4923,2410,1,10,3,NA,NA,NA,1,2
"4225",23584,"53",7,1,21,2,0,1,4,2,NA,5,9,7,3632.28571428571,4923,1,1,2514,614,4923,2410,1,0,3,NA,NA,NA,1,2
"4226",23592,"53",4,2,32,1,0,1,4,2,NA,4,NA,2,4678,4923,1,1,2514,614,4923,2410,1,20,1,NA,NA,NA,1,2
"4227",23592,"53",4,1,39,1,0,1,4,1,NA,4,NA,2,4678,4923,1,1,2514,614,4923,2410,1,10,1,NA,NA,NA,1,2
"4228",23600,"53",5,2,18,2,0,1,4,2,NA,5,9,4,2851.8,4923,1,1,2514,614,4923,2410,3,0,2,NA,NA,NA,1,2
"4229",23600,"53",5,2,37,1,0,1,4,2,NA,4,6,4,2851.8,4923,1,1,2514,614,4923,2410,3,10,2,NA,NA,NA,1,2
"4230",23600,"53",5,1,43,1,0,1,4,2,NA,4,6,4,2851.8,4923,1,1,2514,614,4923,2410,3,20,2,NA,NA,NA,1,2
"4231",23608,"53",2,1,43,2,0,1,4,1,NA,4,5,3,7331.5,4923,1,1,2514,614,4923,2410,3,20,4,6,NA,NA,2,2
"4232",23608,"53",2,1,21,2,0,1,4,2,NA,5,9,3,7331.5,4923,1,1,2514,614,4923,2410,3,0,4,6,NA,NA,1,2
"4233",23616,"53",5,1,16,2,0,1,4,2,NA,5,9,4.30000019073486,3185,4923,1,1,2514,614,4923,2410,1,0,3,NA,NA,NA,1,2
"4234",23616,"53",5,2,39,1,0,1,4,2,NA,5,9,4.30000019073486,3185,4923,1,1,2514,614,4923,2410,1,5,3,NA,NA,NA,1,2
"4235",23616,"53",5,1,43,1,0,1,4,2,NA,4,5,4.30000019073486,3185,4923,1,1,2514,614,4923,2410,1,0,3,NA,NA,NA,1,2
"4236",23624,"53",5,2,44,1,0,1,4,NA,NA,4,5,6,4493.6,4272,1,1,1200,325,4272,2760,1,0,1,1,NA,NA,1,2
"4237",23624,"53",5,1,47,1,0,1,4,NA,NA,4,5,6,4493.6,4272,1,1,1200,325,4272,2760,1,0,1,1,NA,NA,1,2
"4238",23624,"53",5,1,17,2,0,1,4,NA,NA,5,9,6,4493.6,4272,1,1,1200,325,4272,2760,1,0,1,1,NA,NA,1,2
"4239",23624,"53",5,2,21,1,0,1,4,NA,NA,5,9,6,4493.6,4272,1,1,1200,325,4272,2760,1,0,1,1,NA,NA,1,2
"4240",23632,"53",5,1,20,2,0,1,4,1,NA,5,9,8,4131.2,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4241",23632,"53",5,2,45,1,0,1,4,2,NA,4,5,8,4131.2,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4242",23632,"53",5,1,54,1,0,1,4,1,NA,4,5,8,4131.2,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4243",23632,"53",5,2,18,2,0,1,4,2,NA,5,9,8,4131.2,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4244",23640,"53",5,1,33,1,0,1,4,1,NA,5,9,4,5482.8,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4245",23640,"53",5,1,28,5,0,1,4,1,NA,5,9,4,5482.8,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4246",23640,"53",5,2,35,1,0,1,4,2,NA,5,9,4,5482.8,4272,1,1,1200,325,4272,2760,1,20,3,1,NA,NA,1,2
"4247",23648,"53",3,2,20,2,1,1,4,2,NA,5,9,6,7764.33333333333,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4248",23648,"53",3,2,46,1,0,1,4,2,NA,4,5,6,7764.33333333333,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4249",23648,"53",3,1,57,1,0,1,4,2,NA,4,5,6,7764.33333333333,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4250",23656,"53",5,2,17,NA,0,1,4,NA,NA,5,9,5,2259,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4251",23656,"53",5,2,39,1,0,1,4,NA,NA,4,6,5,2259,4272,1,1,1200,325,4272,2760,1,10,3,1,NA,NA,1,2
"4252",23656,"53",5,1,20,NA,0,1,4,NA,NA,5,9,5,2259,4272,1,1,1200,325,4272,2760,1,5,3,1,NA,NA,1,2
"4253",23664,"53",5,2,32,1,0,1,4,2,NA,4,5,6,3670.2,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4254",23664,"53",5,1,34,1,0,1,4,2,NA,4,5,6,3670.2,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4255",23672,"53",7,1,51,1,0,1,4,1,NA,4,5,7,4303.85714285714,4272,1,1,1200,325,4272,2760,1,10,3,1,NA,NA,1,1
"4256",23672,"53",7,2,21,2,0,1,4,2,NA,5,9,7,4303.85714285714,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4257",23672,"53",7,2,28,3,0,1,4,2,NA,5,9,7,4303.85714285714,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4258",23672,"53",7,1,26,1,0,1,4,2,NA,5,9,7,4303.85714285714,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4259",23672,"53",7,2,24,2,0,1,4,2,NA,5,9,7,4303.85714285714,4272,1,1,1200,325,4272,2760,1,7,3,1,NA,NA,1,2
"4260",23672,"53",7,2,41,1,0,1,4,2,NA,4,5,7,4303.85714285714,4272,1,1,1200,325,4272,2760,1,20,3,1,NA,NA,1,2
"4261",23680,"53",5,1,16,NA,0,1,4,NA,NA,5,9,4,3429.6,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4262",23680,"53",5,1,54,1,0,1,4,1,NA,4,5,4,3429.6,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4263",23680,"53",5,2,36,1,0,1,4,2,NA,4,5,4,3429.6,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4264",23688,"53",4,2,27,1,0,1,4,2,NA,5,9,5,4405.25,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4265",23688,"53",4,1,31,1,0,1,4,2,NA,5,9,5,4405.25,4272,1,1,1200,325,4272,2760,1,0,3,1,NA,NA,1,2
"4266",23696,"53",4,2,26,1,0,1,4,2,NA,5,9,NA,5390.25,4272,1,1,1200,325,4272,2760,1,10,3,1,NA,NA,1,2
"4267",23696,"53",4,1,34,1,0,1,4,1,NA,5,9,NA,5390.25,4272,1,1,1200,325,4272,2760,1,5,3,1,0,0,1,2
"4268",23704,"53",3,1,35,1,1,1,4,NA,2,5,9,6,12341.3333333333,5100,1,1,968,101,5100,4700,3,NA,2,NA,1,NA,1,2
"4269",23704,"53",3,2,28,1,1,1,2,NA,2,5,9,6,12341.3333333333,5100,1,1,968,101,5100,4700,3,NA,2,NA,NA,NA,1,2
"4270",23712,"53",3,2,43,1,1,1,4,2,2,4,4,65,1733.33333333333,5100,1,1,968,101,5100,4700,1,15,3,NA,NA,NA,1,2
"4271",23712,"53",3,1,19,5,1,1,2,2,2,6,12,65,1733.33333333333,5100,1,1,968,101,5100,4700,1,0,3,NA,NA,NA,1,2
"4272",23712,"53",3,1,42,1,1,1,4,2,2,4,4,65,1733.33333333333,5100,1,1,968,101,5100,4700,1,0,3,NA,NA,20,1,2
"4273",23720,"53",3,2,41,1,1,1,4,2,2,4,6,26,11400,5100,1,1,968,101,5100,4700,1,0,2,NA,NA,NA,1,2
"4274",23720,"53",3,2,21,2,1,4,1,NA,2,11,15,26,11400,5100,1,1,968,101,5100,4700,1,0,2,NA,NA,NA,1,2
"4275",23720,"53",3,1,46,1,1,1,4,2,2,5,8,26,11400,5100,1,1,968,101,5100,4700,1,0,2,NA,2,8,1,2
"4276",23728,"53",3,2,35,1,0,1,4,NA,1,9,15,100,-16666.6666666667,5100,1,1,968,101,5100,4700,4,0,2,NA,0,NA,1,2
"4277",23728,"53",3,1,41,1,0,1,4,NA,1,5,9,100,-16666.6666666667,5100,1,1,968,101,5100,4700,4,0,2,NA,0,20,1,2
"4278",23736,"53",4,2,36,1,0,1,4,NA,NA,4,5,20,3990,5100,1,1,968,101,5100,4700,1,NA,3,NA,NA,NA,1,2
"4279",23736,"53",4,1,37,1,0,1,4,NA,NA,4,5,20,3990,5100,1,1,968,101,5100,4700,1,NA,3,NA,NA,NA,1,2
"4280",23744,"53",5,1,47,1,0,1,4,2,NA,4,5,16,2640,5100,1,1,968,101,5100,4700,1,0,3,NA,NA,20,1,2
"4281",23744,"53",5,1,19,2,0,1,4,NA,NA,6,12,16,2640,5100,1,1,968,101,5100,4700,1,0,3,NA,NA,NA,1,2
"4282",23744,"53",5,1,17,2,0,1,4,NA,NA,5,9,16,2640,5100,1,1,968,101,5100,4700,1,0,3,NA,NA,NA,1,2
"4283",23744,"53",5,2,44,1,0,1,4,2,NA,1,NA,16,2640,5100,1,1,968,101,5100,4700,1,0,3,NA,NA,NA,1,2
"4284",23752,"53",2,1,59,1,0,1,4,2,2,1,NA,40,8000,5100,1,1,968,101,5100,4700,3,NA,3,NA,NA,NA,1,2
"4285",23752,"53",2,2,57,1,0,1,4,2,2,1,NA,40,8000,5100,1,1,968,101,5100,4700,3,NA,3,NA,NA,NA,1,2
"4286",23760,"53",4,1,24,1,0,1,4,1,2,5,8,NA,9810,5100,1,1,968,101,5100,4700,1,0,2,NA,NA,NA,1,2
"4287",23760,"53",4,2,25,1,0,1,4,1,2,5,9,NA,9810,5100,1,1,968,101,5100,4700,1,0,2,NA,NA,NA,1,2
"4288",23760,"53",4,2,22,2,0,1,4,1,2,5,8,NA,9810,5100,1,1,968,101,5100,4700,1,0,2,NA,NA,NA,1,2
"4289",23760,"53",4,2,53,3,0,1,4,2,2,1,NA,NA,9810,5100,1,1,968,101,5100,4700,4,335,2,NA,NA,NA,1,2
"4290",23768,"53",3,2,45,1,0,1,4,2,4,4,5,NA,15400,4800,1,1,6700,NA,4800,4600,1,0,2,NA,NA,NA,1,2
"4291",23768,"53",3,1,48,1,0,1,4,2,2,4,5,NA,15400,4800,1,1,6700,NA,4800,4600,1,0,2,NA,NA,NA,1,2
"4292",23776,"53",2,2,34,1,0,1,4,2,NA,10,15,NA,3300,4800,1,1,6700,NA,4800,4600,1,0,2,NA,NA,NA,1,2
"4293",23776,"53",2,1,36,1,0,1,1,2,NA,10,15,NA,3300,4800,1,1,6700,NA,4800,4600,1,0,2,NA,1,NA,1,2
"4294",23784,"53",5,1,40,1,0,1,1,2,NA,6,NA,NA,6400,4800,1,1,6700,NA,4800,4600,1,0,1,NA,NA,NA,1,2
"4295",23784,"53",5,1,17,2,0,1,2,NA,NA,10,NA,NA,6400,4800,1,1,6700,NA,4800,4600,1,0,1,NA,NA,NA,1,NA
"4296",23784,"53",5,2,40,1,0,1,4,2,NA,5,NA,NA,6400,4800,1,1,6700,NA,4800,4600,1,0,1,NA,NA,NA,1,2
"4297",23792,"53",2,1,32,1,0,1,4,2,2,6,12,50,14300,4800,1,1,6700,NA,4800,4600,1,0,1,NA,NA,20,1,2
"4298",23792,"53",2,2,31,1,0,1,4,2,2,5,9,50,14300,4800,1,1,6700,NA,4800,4600,1,0,1,NA,NA,NA,1,2
"4299",23800,"53",4,2,27,1,0,1,4,2,2,6,12,41,7100,4800,1,1,6700,NA,4800,4600,1,0,2,NA,NA,NA,1,2
"4300",23800,"53",4,1,28,1,0,1,4,2,2,6,12,41,7100,4800,1,1,6700,NA,4800,4600,1,0,2,NA,NA,10,1,2
"4301",23808,"53",4,2,33,1,0,1,4,2,2,8,12,40,10325,4800,1,1,6700,NA,4800,4600,1,0,2,NA,NA,NA,1,2
"4302",23808,"53",4,1,36,1,0,1,1,2,2,6,12,40,10325,4800,1,1,6700,NA,4800,4600,1,0,2,NA,0,NA,1,2
"4303",23816,"53",4,1,28,1,0,1,4,2,2,7,12,250,12070,4800,1,1,6700,NA,4800,4600,1,0,3,NA,NA,7,1,2
"4304",23816,"53",4,2,32,1,0,1,4,2,2,5,9,250,12070,4800,1,1,6700,NA,4800,4600,1,0,3,NA,NA,NA,1,2
"4305",23824,"53",2,2,60,1,1,1,4,2,1,2,NA,30,11600,4150,1,1,3500,82,4150,3750,2,0,2,NA,NA,NA,1,1
"4306",23832,"53",3,1,41,1,1,1,4,2,2,5,9,100,10000,4150,1,1,3500,82,4150,3750,1,15,2,NA,NA,20,1,2
"4307",23832,"53",3,2,33,1,1,1,4,2,2,8,12,100,10000,4150,1,1,3500,82,4150,3750,1,0,2,NA,NA,NA,1,2
"4308",23840,"53",2,2,60,1,1,1,1,2,2,5,7,NA,11650,4150,1,1,3500,82,4150,3750,1,0,2,NA,NA,NA,1,2
"4309",23856,"53",3,2,27,1,1,1,2,NA,1,5,9,60,11900,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4310",23856,"53",3,1,34,1,1,1,1,NA,1,10,11,60,11900,4150,1,1,3500,82,4150,3750,1,NA,2,NA,2,8,1,2
"4311",23872,"53",4,2,49,1,1,1,4,2,3,5,9,31,8425,4150,1,1,3500,82,4150,3750,3,NA,2,NA,NA,NA,1,2
"4312",23872,"53",4,2,25,2,1,3,2,1,1,9,15,31,8425,4150,1,1,3500,82,4150,3750,3,NA,2,NA,NA,NA,1,2
"4313",23872,"53",4,2,24,2,1,3,2,2,1,9,15,31,8425,4150,1,1,3500,82,4150,3750,3,NA,2,NA,NA,NA,1,2
"4314",23872,"53",4,1,51,1,1,1,1,1,2,5,9,31,8425,4150,1,1,3500,82,4150,3750,3,NA,2,NA,1,NA,1,2
"4315",23880,"53",4,2,49,1,1,1,4,2,1,4,5,60,7750,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4316",23880,"53",4,2,24,2,1,1,4,2,1,5,9,60,7750,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4317",23880,"53",4,1,20,2,1,1,4,NA,1,6,12,60,7750,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4318",23880,"53",4,1,48,1,1,1,4,2,1,6,10,60,7750,4150,1,1,3500,82,4150,3750,1,NA,2,NA,2,20,1,2
"4319",23888,"53",5,2,52,1,1,1,4,NA,1,5,7,30,13200,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4320",23888,"53",5,1,26,2,1,1,4,NA,1,9,15,30,13200,4150,1,1,3500,82,4150,3750,1,NA,2,NA,1,NA,1,2
"4321",23888,"53",5,2,23,2,1,1,2,NA,1,11,13,30,13200,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4322",23888,"53",5,2,21,2,1,1,4,NA,1,5,9,30,13200,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4323",23888,"53",5,1,53,1,1,1,4,NA,1,4,5,30,13200,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4324",23896,"53",4,2,29,1,1,1,4,2,1,4,6,30,3625,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,NA,1,2
"4325",23896,"53",4,1,38,1,1,1,4,2,1,5,9,30,3625,4150,1,1,3500,82,4150,3750,1,NA,2,NA,NA,6,3,2
"4326",23904,"53",5,2,31,1,0,1,4,2,NA,2,NA,2.59999990463257,2757.2,4318,1,1,2450,876,4318,2870,2,30,3,NA,NA,NA,1,2
"4327",23904,"53",5,1,40,1,0,1,4,2,NA,4,NA,2.59999990463257,2757.2,4318,1,1,2450,876,4318,2870,1,7,3,NA,0,0,3,2
"4328",23912,"53",7,2,48,1,0,1,4,2,NA,4,5,5.19999980926514,1708.42857142857,4318,1,1,2450,876,4318,2870,1,15,2,NA,0,0,1,2
"4329",23912,"53",7,1,50,1,0,1,4,2,NA,4,5,5.19999980926514,1708.42857142857,4318,1,1,2450,876,4318,2870,1,30,2,NA,0,0,1,2
"4330",23912,"53",7,2,27,1,0,1,4,2,NA,5,9,5.19999980926514,1708.42857142857,4318,1,1,2450,876,4318,2870,1,NA,2,NA,NA,NA,1,2
"4331",23912,"53",7,1,28,1,0,1,4,2,NA,5,9,5.19999980926514,1708.42857142857,4318,1,1,2450,876,4318,2870,1,NA,2,NA,NA,NA,1,2
"4332",23912,"53",7,1,19,2,0,1,4,2,NA,5,9,5.19999980926514,1708.42857142857,4318,1,1,2450,876,4318,2870,1,NA,2,NA,NA,NA,1,2
"4333",23912,"53",7,2,22,1,0,1,4,2,NA,5,9,5.19999980926514,1708.42857142857,4318,1,1,2450,876,4318,2870,1,NA,2,NA,NA,NA,1,2
"4334",23920,"53",3,1,18,3,0,1,4,NA,NA,5,9,5,6774,4318,1,1,2450,876,4318,2870,1,NA,2,NA,NA,NA,1,NA
"4335",23920,"53",3,1,58,1,0,1,4,NA,NA,4,5,5,6774,4318,1,1,2450,876,4318,2870,1,20,2,NA,0,0,1,2
"4336",23920,"53",3,2,54,1,0,1,4,NA,NA,4,5,5,6774,4318,1,1,2450,876,4318,2870,1,10,2,NA,NA,NA,1,2
"4337",23928,"53",3,1,37,1,1,1,4,NA,3,5,9,20,5866.66666666667,6800,1,1,5286,81,6800,4500,3,0,2,NA,1,30,1,1
"4338",23928,"53",3,2,30,1,1,1,4,NA,3,5,9,20,5866.66666666667,6800,1,1,5286,81,6800,4500,3,0,2,NA,NA,NA,1,1
"4339",23936,"53",3,2,47,1,1,1,4,2,1,4,6,280,15600,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,1,2
"4340",23936,"53",3,1,22,2,1,1,4,2,1,5,9,280,15600,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,5,1,2
"4341",23936,"53",3,1,48,1,1,1,1,2,1,5,8,280,15600,6800,1,1,5286,81,6800,4500,1,0,2,NA,2,5,1,2
"4342",23944,"53",4,1,49,1,1,1,4,2,2,6,9,180,4175,6800,1,1,5286,81,6800,4500,1,0,3,NA,NA,20,1,2
"4343",23944,"53",4,2,41,1,1,1,4,2,2,5,9,180,4175,6800,1,1,5286,81,6800,4500,1,0,3,NA,NA,NA,1,2
"4344",23952,"53",3,2,33,1,1,1,4,2,2,6,12,60,13400,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,2,2
"4345",23952,"53",3,1,44,1,1,1,4,2,2,4,6,60,13400,6800,1,1,5286,81,6800,4500,1,0,2,NA,7,40,1,2
"4346",23960,"53",3,1,38,1,1,1,4,2,1,5,NA,180,11466.6666666667,6800,1,1,5286,81,6800,4500,1,0,2,NA,2,20,1,2
"4347",23960,"53",3,2,40,1,1,1,4,2,1,5,NA,180,11466.6666666667,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,1,2
"4348",23968,"53",4,1,22,2,1,1,4,2,1,5,9,100,12000,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,20,1,2
"4349",23968,"53",4,1,54,1,1,1,1,2,1,10,12,100,12000,6800,1,1,5286,81,6800,4500,1,0,2,NA,1,20,1,2
"4350",23968,"53",4,1,28,2,1,1,4,2,1,5,9,100,12000,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,6,1,2
"4351",23968,"53",4,2,49,1,1,1,4,2,1,6,10,100,12000,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,1,2
"4352",23976,"53",4,1,37,1,1,1,4,NA,2,5,9,30,11000,6800,1,1,5286,81,6800,4500,3,NA,3,NA,1,6,1,1
"4353",23976,"53",4,2,32,1,1,1,4,NA,2,5,9,30,11000,6800,1,1,5286,81,6800,4500,3,NA,3,NA,NA,NA,1,1
"4354",23984,"53",5,2,28,1,0,1,1,2,2,10,15,100,5680,6800,1,1,5286,81,6800,4500,1,0,4,1,NA,NA,1,2
"4355",23984,"53",5,1,28,1,0,1,4,2,2,4,6,100,5680,6800,1,1,5286,81,6800,4500,1,0,4,1,NA,NA,1,2
"4356",23992,"53",6,2,58,1,0,1,4,2,2,1,NA,100,4566.66666666667,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,1,2
"4357",23992,"53",6,2,30,1,0,1,4,2,2,5,9,100,4566.66666666667,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,1,2
"4358",23992,"53",6,1,32,1,0,1,4,2,2,5,9,100,4566.66666666667,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,1,2
"4359",23992,"53",6,1,60,1,0,1,4,2,2,4,5,100,4566.66666666667,6800,1,1,5286,81,6800,4500,1,0,2,NA,NA,NA,3,2
"4360",24000,"53",4,1,17,2,0,1,2,NA,2,4,10,130,5000,6800,1,1,5286,81,6800,4500,NA,NA,4,3,NA,NA,1,2
"4361",24000,"53",4,2,38,1,0,1,4,NA,2,5,9,130,5000,6800,1,1,5286,81,6800,4500,4,NA,4,3,NA,NA,1,2
"4362",24000,"53",4,1,39,1,0,1,4,NA,2,5,9,130,5000,6800,1,1,5286,81,6800,4500,NA,NA,4,3,NA,20,1,2
"4363",24008,"53",4,1,28,1,1,1,4,2,2,6,12,NA,2800,5200,1,1,800,94,5200,4000,1,0,3,NA,NA,NA,1,2
"4364",24008,"53",4,1,54,1,1,1,4,2,2,6,11,NA,2800,5200,1,1,800,94,5200,4000,5,0,3,NA,NA,2,1,2
"4365",24008,"53",4,2,50,1,1,1,4,2,2,4,5,NA,2800,5200,1,1,800,94,5200,4000,1,0,3,NA,1,3,1,2
"4366",24008,"53",4,1,22,1,1,4,2,NA,2,9,15,NA,2800,5200,1,1,800,94,5200,4000,1,0,3,NA,NA,NA,1,2
"4367",24016,"53",2,2,59,1,1,1,4,2,1,5,6,NA,19500,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
"4368",24024,"53",4,2,27,2,1,1,4,2,1,9,15,20,6250,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
"4369",24024,"53",4,2,48,1,1,1,4,2,2,4,5,20,6250,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
"4370",24024,"53",4,1,60,1,1,1,1,2,2,8,12,20,6250,5200,1,1,800,94,5200,4000,1,0,2,NA,1,NA,1,2
"4371",24024,"53",4,1,29,2,1,1,4,2,1,11,16,20,6250,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
"4372",24032,"53",4,2,18,2,1,1,4,NA,1,6,11,140,12400,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
"4373",24032,"53",4,1,23,2,1,1,4,2,1,5,9,140,12400,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
"4374",24032,"53",4,1,45,1,1,1,4,2,2,5,7,140,12400,5200,1,1,800,94,5200,4000,1,0,2,NA,1,10,1,2
"4375",24032,"53",4,2,43,1,1,1,4,2,2,4,5,140,12400,5200,1,1,800,94,5200,4000,1,0,2,NA,NA,NA,1,2
