"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b6","b6_1","b6_2","b13_1","b13_2","b13_3","b13_4","b14","b15","b15_1","b15_2","n1_3","n1_3_1","e30","e31","e32","e33","e38"
"8551",10940,"15",4,2,42,1,0,1,4,4,5,8,35,3686.25,5181,2,1,4041,209,5181,3580,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8552",10940,"15",4,1,16,NA,0,1,2,2,6,9,35,3686.25,5181,2,1,4041,209,5181,3580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8553",10942,"15",3,2,50,1,0,1,4,4,5,8,10,15590.3333333333,5181,2,1,4041,209,5181,3580,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8554",10942,"15",3,2,22,2,0,1,2,1,9,14,10,15590.3333333333,5181,2,1,4041,209,5181,3580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8555",10942,"15",3,1,50,1,0,1,4,3,6,10,10,15590.3333333333,5181,2,1,4041,209,5181,3580,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8556",10944,"15",3,2,40,1,0,1,1,3,6,10,10,6207,5181,2,1,4041,209,5181,3580,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8557",10944,"15",3,1,39,1,0,1,4,3,5,8,10,6207,5181,2,1,4041,209,5181,3580,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8558",10946,"15",3,1,24,1,0,1,4,1,4,5,102,4176.66666666667,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8559",10946,"15",3,2,24,1,0,1,4,2,4,5,102,4176.66666666667,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8560",10948,"15",3,2,26,1,0,1,4,2,4,5,10,3645.33333333333,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8561",10948,"15",3,1,29,1,0,1,4,1,4,4,10,3645.33333333333,5532,2,1,8160,109,5532,3903,1,8.10000038146973,75,2010,6,NA,NA,1,2007,2,6,20000,3700,NA,15,2,15,200
"8562",10950,"15",4,2,34,1,0,4,4,1,5,8,65,1609.75,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8563",10950,"15",4,1,37,1,1,4,4,NA,5,7,65,1609.75,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8564",10952,"15",3,1,32,1,0,1,4,2,5,8,80,11387,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8565",10952,"15",3,2,32,1,0,1,4,2,5,8,80,11387,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8566",10954,"15",2,1,53,1,0,2,1,1,12,NA,NA,23813.5,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8567",10954,"15",2,2,52,1,0,1,1,2,6,NA,NA,23813.5,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8568",10956,"15",3,1,40,1,0,1,4,2,4,5,65,12523,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8569",10956,"15",3,2,41,1,0,1,4,2,5,8,65,12523,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8570",10956,"15",3,1,20,2,0,1,4,2,5,8,65,12523,5532,2,1,8160,109,5532,3903,NA,NA,NA,NA,NA,NA,NA,1,2009,2,5,NA,NA,NA,15,3,8,120
"8571",10958,"15",4,1,22,2,0,1,4,2,5,NA,28,3564,5532,2,1,8160,109,5532,3903,1,9.19999980926514,60,2009,6,NA,NA,1,2009,2,6,11700,4500,NA,15,2,9,160
"8572",10958,"15",4,2,45,1,0,1,4,4,4,NA,28,3564,5532,2,1,8160,109,5532,3903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8573",10958,"15",4,1,44,1,0,1,4,3,4,NA,28,3564,5532,2,1,8160,109,5532,3903,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8574",10960,"15",3,2,32,1,0,1,4,2,5,8,88,3745,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8575",10960,"15",3,1,31,1,0,1,1,2,4,5,88,3745,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8576",10962,"15",5,1,26,1,0,1,4,2,5,NA,32,609.8,5532,2,1,8160,109,5532,3903,1,NA,NA,2009,6,NA,NA,1,2009,2,6,30000,1000,NA,15,3,9,200
"8577",10962,"15",5,2,28,1,0,1,4,2,5,NA,32,609.8,5532,2,1,8160,109,5532,3903,1,NA,NA,2009,6,NA,NA,1,2009,2,6,22000,1000,NA,15,3,9,200
"8578",10962,"15",5,1,54,1,0,1,4,2,6,NA,32,609.8,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8579",10962,"15",5,2,50,1,0,1,4,2,5,NA,32,609.8,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8580",10964,"15",3,2,33,1,0,1,4,2,NA,NA,25,8767.33333333333,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8581",10964,"15",3,1,34,1,0,1,4,2,NA,NA,25,8767.33333333333,5532,2,1,8160,109,5532,3903,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8582",10966,"15",4,1,42,1,0,3,1,2,6,11,62,3369.25,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8583",10966,"15",4,2,41,1,0,3,4,2,6,11,62,3369.25,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8584",10968,"15",3,1,56,1,0,1,4,3,5,7,35,6522,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"8585",10968,"15",3,2,55,1,0,1,4,3,4,5,35,6522,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"8586",10968,"15",3,1,32,2,0,3,4,3,11,15,35,6522,4803,2,1,6100,184,4803,3612,1,10.1000003814697,72,2010,6,NA,NA,1,2009,1,6,40000,12000,NA,99,7,9,3600
"8587",10970,"15",3,2,19,2,0,1,4,2,5,7,44,6861.33333333333,4803,2,1,6100,184,4803,3612,1,NA,NA,2009,5,NA,NA,2,2008,1,6,6000,1000,NA,15,4,9,300
"8588",10970,"15",3,2,47,1,0,1,4,3,4,5,44,6861.33333333333,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"8589",10970,"15",3,1,48,1,0,1,4,3,4,5,44,6861.33333333333,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"8590",10972,"15",4,1,42,1,0,1,1,3,4,5,138,5573.75,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591",10972,"15",4,2,42,1,0,1,4,3,5,8,138,5573.75,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8592",10972,"15",4,1,20,NA,0,4,2,1,12,14,138,5573.75,4803,2,1,6100,184,4803,3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8593",10974,"15",3,2,54,4,0,1,4,4,6,11,10,8189,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8594",10974,"15",3,1,20,4,0,1,4,1,12,13,10,8189,4803,2,1,6100,184,4803,3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8595",10976,"15",4,1,55,1,0,1,4,3,5,8,45,7912.25,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8596",10976,"15",4,2,48,1,0,1,4,3,4,4,45,7912.25,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8597",10976,"15",4,2,29,2,0,1,4,3,8,11,45,7912.25,4803,2,1,6100,184,4803,3612,1,8.5,72,2010,6,NA,NA,2,2009,1,6,15000,500,NA,15,2,17,500
"8598",10976,"15",4,2,21,2,0,1,1,NA,NA,NA,45,7912.25,4803,2,1,6100,184,4803,3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8599",10978,"15",4,2,28,1,0,1,4,3,4,4,10,3273.75,4803,2,1,6100,184,4803,3612,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8600",10978,"15",4,1,30,1,0,1,4,3,1,0,10,3273.75,4803,2,1,6100,184,4803,3612,1,7.40000009536743,90,2011,6,NA,NA,1,NA,NA,NA,14500,5700,NA,51,2,5,360
"8601",10980,"15",2,1,55,1,0,1,4,3,6,10,10,9275.5,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8602",10980,"15",2,2,57,1,0,1,4,4,4,5,10,9275.5,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8603",10982,"15",3,2,26,1,0,1,4,3,5,8,30,6523.33333333333,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"8604",10982,"15",3,1,33,1,0,1,4,3,5,8,30,6523.33333333333,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"8605",10984,"15",4,2,57,4,0,1,4,4,4,4,35,1661,4803,2,1,6100,184,4803,3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8606",10984,"15",4,1,27,1,0,1,4,2,5,8,35,1661,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8607",10984,"15",4,2,27,1,0,1,4,2,5,8,35,1661,4803,2,1,6100,184,4803,3612,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8608",10988,"15",4,2,45,1,0,1,4,2,5,NA,33,4805.25,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8609",10988,"15",4,1,21,2,0,4,4,1,9,14,33,4805.25,4900,2,1,11000,172,4900,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8610",10988,"15",4,1,48,1,0,2,4,2,6,NA,33,4805.25,4900,2,1,11000,172,4900,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8611",10988,"15",4,2,23,2,0,1,4,1,11,15,33,4805.25,4900,2,1,11000,172,4900,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8612",10990,"15",3,2,38,1,0,1,NA,2,6,NA,44,5049.33333333333,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8613",10990,"15",3,1,41,1,0,1,NA,2,5,NA,44,5049.33333333333,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8614",10992,"15",6,1,57,1,0,1,4,2,4,NA,57,2404.66666666667,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8615",10992,"15",6,1,29,1,0,1,2,2,4,NA,57,2404.66666666667,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8616",10992,"15",6,2,54,1,0,1,4,2,4,NA,57,2404.66666666667,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8617",10992,"15",6,2,29,1,0,1,1,2,5,NA,57,2404.66666666667,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8618",10994,"15",5,2,24,1,0,1,NA,1,5,NA,57,2486.4,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8619",10994,"15",5,2,54,1,0,1,NA,2,4,NA,57,2486.4,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8620",10994,"15",5,1,26,1,0,1,NA,1,5,NA,57,2486.4,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8621",10994,"15",5,1,55,1,0,1,NA,2,5,NA,57,2486.4,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8622",10996,"15",4,1,41,1,0,1,1,1,6,NA,46,10899.5,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8623",10996,"15",4,2,37,1,0,2,4,1,9,NA,46,10899.5,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8624",10998,"15",3,2,42,1,0,1,NA,2,5,NA,40,9100,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8625",10998,"15",3,1,39,1,0,1,NA,2,5,NA,40,9100,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8626",11000,"15",5,2,30,1,0,1,2,2,5,NA,57,7461.2,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8627",11000,"15",5,1,52,1,0,1,4,2,5,NA,57,7461.2,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8628",11000,"15",5,2,51,1,0,1,4,2,5,NA,57,7461.2,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8629",11000,"15",5,1,28,1,0,1,2,2,5,NA,57,7461.2,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8630",11002,"15",4,2,29,3,0,1,NA,1,5,NA,46,4611,4900,2,1,11000,172,4900,3102,1,1.6,56,2010,5,NA,NA,4,2007,1,6,1500,500,1,15,5,11,120
"8631",11002,"15",4,2,53,1,0,1,NA,2,4,NA,46,4611,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8632",11002,"15",4,1,60,1,0,1,NA,2,4,NA,46,4611,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8633",11004,"15",4,1,55,1,0,1,4,2,5,NA,44,5023,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8634",11004,"15",4,2,19,2,0,1,2,1,11,13,44,5023,4900,2,1,11000,172,4900,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8635",11004,"15",4,2,47,1,0,1,4,3,5,NA,44,5023,4900,2,1,11000,172,4900,3102,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8636",11006,"15",2,2,54,1,1,1,4,1,6,9,6,9520.665,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8637",11006,"15",2,1,59,1,1,1,1,1,5,7,6,9520.665,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8638",11008,"15",5,1,39,1,1,1,1,1,6,10,8,2025.058,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,2010,2,1,NA,NA,NA,NA,NA,NA,NA
"8639",11008,"15",5,1,17,2,1,1,2,1,6,10,8,2025.058,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8640",11008,"15",5,2,42,1,1,1,4,1,4,5,8,2025.058,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8641",11010,"15",2,1,55,1,1,1,4,NA,4,5,8,3982.715,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8642",11010,"15",2,2,54,1,1,1,4,NA,4,5,8,3982.715,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8643",11012,"15",5,1,37,1,1,1,4,1,3,8,8,6726.544,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8644",11012,"15",5,2,37,1,1,1,1,1,6,11,8,6726.544,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8645",11014,"15",4,2,16,5,1,1,4,1,7,10,4,10583.95,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8646",11014,"15",4,2,41,1,1,1,4,1,8,12,4,10583.95,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8647",11014,"15",4,1,44,1,1,1,4,1,6,10,4,10583.95,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8648",11016,"15",3,2,41,1,1,1,4,1,4,4,8,8114.13333333333,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8649",11016,"15",3,1,41,1,0,1,4,1,5,8,8,8114.13333333333,2000,1,1,6310,780,2000,800,1,4.19999980926514,11,2005,6,NA,NA,2,2005,2,6,9100,9100,NA,15,5,5,NA
"8650",11018,"15",3,1,56,2,1,1,4,1,1,NA,5,2913.35666666667,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8651",11018,"15",3,1,42,2,1,1,4,1,5,7,5,2913.35666666667,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8652",11020,"15",2,1,52,1,1,1,4,1,5,8,9,2869.7,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8653",11020,"15",2,2,52,1,1,1,4,1,4,6,9,2869.7,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8654",11022,"15",4,2,21,5,0,1,4,1,4,5,9,6822.2675,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8655",11022,"15",4,2,47,1,0,1,4,1,4,5,9,6822.2675,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8656",11022,"15",4,1,49,1,0,1,4,1,6,10,9,6822.2675,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8657",11022,"15",4,2,18,5,0,1,4,1,6,11,9,6822.2675,2000,1,1,6310,780,2000,800,1,4,50,2009,6,NA,NA,1,2009,3,6,9100,9100,1,21,3,9,1000
"8658",11024,"15",3,1,40,1,1,1,4,1,5,8,7,7908.63333333333,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8659",11024,"15",3,1,20,5,1,1,4,1,7,12,7,7908.63333333333,2000,1,1,6310,780,2000,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8660",11024,"15",3,2,43,1,1,1,4,1,5,8,7,7908.63333333333,2000,1,1,6310,780,2000,800,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8661",11026,"15",3,2,36,1,1,1,4,1,5,NA,12,5359.66666666667,5934,2,1,7150,890,5934,3900,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8662",11026,"15",3,1,36,1,1,1,4,1,5,NA,12,5359.66666666667,5934,2,1,7150,890,5934,3900,1,NA,NA,2011,5,NA,NA,2,1992,1,5,6500,4800,1,2,3,5,NA
"8663",11028,"15",3,1,30,1,1,1,4,NA,5,NA,4.09999990463257,4269.66666666667,5934,2,1,7150,890,5934,3900,1,6,76,1998,5,NA,NA,2,1998,2,5,2500,2000,1,15,3,5,NA
"8664",11028,"15",3,2,29,1,1,1,4,2,5,NA,4.09999990463257,4269.66666666667,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8665",11030,"15",3,2,55,1,0,1,4,1,4,NA,15,12219.6666666667,5934,2,1,7150,890,5934,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8666",11030,"15",3,1,26,2,0,1,2,1,5,NA,15,12219.6666666667,5934,2,1,7150,890,5934,3900,1,NA,NA,2011,5,NA,NA,1,NA,3,5,17700,11800,1,11,3,8,NA
"8667",11030,"15",3,1,57,1,0,1,1,1,6,NA,15,12219.6666666667,5934,2,1,7150,890,5934,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8668",11032,"15",3,2,30,1,1,1,4,1,4,5,2,6048.33333333333,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8669",11032,"15",3,1,35,1,0,1,4,1,4,5,2,6048.33333333333,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8670",11034,"15",4,1,35,1,1,1,4,NA,4,5,13,10197,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8671",11034,"15",4,2,37,1,1,1,4,NA,4,5,13,10197,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8672",11036,"15",5,2,25,1,0,NA,4,1,6,11,7,2369,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8673",11036,"15",5,1,27,1,0,NA,4,1,6,11,7,2369,5934,2,1,7150,890,5934,3900,1,6,10,2002,6,NA,NA,2,2002,2,6,6000,4000,NA,NA,NA,NA,NA
"8674",11036,"15",5,2,52,1,0,1,4,1,1,NA,7,2369,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8675",11038,"15",3,1,47,1,1,1,4,1,6,11,8,3359.33333333333,5934,2,1,7150,890,5934,3900,1,8,70,1990,6,NA,NA,1,1990,3,6,NA,NA,NA,NA,NA,NA,NA
"8676",11038,"15",3,2,48,1,1,1,4,1,4,5,8,3359.33333333333,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8677",11038,"15",3,1,21,2,1,1,4,1,11,16,8,3359.33333333333,5934,2,1,7150,890,5934,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8678",11040,"15",3,2,42,1,0,1,4,1,6,11,6,9218.66666666667,5934,2,1,7150,890,5934,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
