"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b6","b6_1","b6_2","b13_1","b13_2","b13_3","b13_4","b14","b15","b15_1","b15_2","n1_3","n1_3_1","e30","e31","e32","e33","e38"
"2868",2742,"63",8,1,23,2,0,1,4,3,5,9,5.40000009536743,5316,3603,3,1,2065,178,3603,1100,1,4,70,2007,6,NA,NA,2,2007,2,6,NA,NA,1,63,2,8,150
"2869",2742,"63",8,1,20,2,0,1,4,2,6,10,5.40000009536743,5316,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",2742,"63",8,1,43,1,0,1,4,4,1,NA,5.40000009536743,5316,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,2,1998,2,7,NA,NA,NA,NA,NA,NA,NA
"2871",2744,"63",6,1,41,1,0,1,4,2,4,4,5,4290.33333333333,3603,3,1,2065,178,3603,1100,1,6,63,1995,7,NA,NA,2,1995,1,7,1971,NA,1,63,6,1,200
"2872",2744,"63",6,1,28,3,0,1,4,2,4,6,5,4290.33333333333,3603,3,1,2065,178,3603,1100,1,8,56,2000,6,NA,NA,3,2000,1,6,10000,NA,NA,NA,NA,NA,NA
"2873",2744,"63",6,2,34,1,0,1,4,4,1,NA,5,4290.33333333333,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",2746,"63",6,2,29,1,0,1,4,3,4,4,4.80000019073486,3880.83333333333,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,2,2005,2,5,NA,NA,NA,NA,NA,NA,NA
"2875",2746,"63",6,2,59,1,0,1,4,4,NA,NA,4.80000019073486,3880.83333333333,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",2746,"63",6,1,32,1,0,1,4,3,6,6,4.80000019073486,3880.83333333333,3603,3,1,2065,178,3603,1100,1,2,70,2004,7,NA,NA,2,2004,2,5,13350,NA,3,63,6,1,550
"2877",2748,"63",4,1,40,1,0,1,4,4,1,NA,1.79999995231628,5789,3603,3,1,2065,178,3603,1100,1,4,70,1998,6,NA,NA,2,1998,2,6,11956,NA,3,63,6,1,NA
"2878",2748,"63",4,2,40,1,0,1,4,4,1,NA,1.79999995231628,5789,3603,3,1,2065,178,3603,1100,1,4,70,2000,6,NA,NA,2,2000,2,6,6000,NA,3,63,6,1,NA
"2879",2748,"63",4,2,18,2,0,1,4,3,6,10,1.79999995231628,5789,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",2750,"63",7,2,39,1,NA,1,4,4,1,NA,4.09999990463257,3016,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,2,2003,2,6,NA,NA,NA,NA,NA,NA,NA
"2881",2750,"63",7,1,36,1,0,1,4,4,4,4,4.09999990463257,3016,3603,3,1,2065,178,3603,1100,1,2,70,2002,5,2,2,2,2002,2,6,NA,NA,3,63,6,1,NA
"2882",2750,"63",7,1,57,1,0,1,4,4,1,NA,4.09999990463257,3016,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",2750,"63",7,2,57,1,0,1,4,4,1,NA,4.09999990463257,3016,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,13000,13000,NA,NA,NA,NA,NA
"2884",2752,"63",6,1,24,2,0,1,4,1,11,16,3,3987.66666666667,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",2752,"63",6,1,43,1,0,1,4,4,1,NA,3,3987.66666666667,3603,3,1,2065,178,3603,1100,1,1,56,1992,6,NA,NA,2,1992,2,6,10000,NA,1,63,6,1,NA
"2886",2752,"63",6,2,43,1,0,1,4,4,1,NA,3,3987.66666666667,3603,3,1,2065,178,3603,1100,1,1,56,2001,5,NA,NA,4,2001,2,5,10000,NA,1,63,6,1,NA
"2887",2752,"63",6,2,18,2,0,1,4,2,6,11,3,3987.66666666667,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",2752,"63",6,1,20,2,0,1,4,2,6,12,3,3987.66666666667,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",2754,"63",4,1,22,2,0,1,4,1,9,14,3,4559.5,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",2754,"63",4,2,21,2,0,1,4,1,11,5,3,4559.5,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",2754,"63",4,2,45,1,0,1,4,4,1,NA,3,4559.5,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"2892",2754,"63",4,1,47,1,0,1,4,4,1,NA,3,4559.5,3603,3,1,2065,178,3603,1100,1,1,56,2003,7,2,2,2,2003,2,7,12500,NA,3,63,6,1,NA
"2893",2756,"63",4,2,45,1,0,1,4,4,1,NA,1.79999995231628,4097.5,3603,3,1,2065,178,3603,1100,1,1,73,2002,7,NA,NA,2,2002,2,7,4000,NA,3,63,1,1,NA
"2894",2756,"63",4,1,43,1,0,1,4,4,5,9,1.79999995231628,4097.5,3603,3,1,2065,178,3603,1100,1,1,70,2002,7,NA,NA,2,2002,2,7,7500,NA,3,63,6,1,NA
"2895",2756,"63",4,1,18,2,0,1,4,4,5,9,1.79999995231628,4097.5,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",2758,"63",6,2,60,1,0,1,4,4,4,6,6,3816.83333333333,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",2758,"63",6,2,30,1,0,1,4,4,4,6,6,3816.83333333333,3200,3,1,907,207,3200,2000,1,1,56,2010,6,NA,NA,2,2010,2,6,830,NA,NA,NA,NA,NA,NA
"2898",2758,"63",6,1,31,1,0,1,4,1,4,6,6,3816.83333333333,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,6,1,NA
"2899",2758,"63",6,1,60,1,0,1,1,1,4,6,6,3816.83333333333,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",2760,"63",4,1,42,2,0,1,4,4,1,NA,11.3000001907349,4305.25,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",2760,"63",4,1,16,2,0,1,4,1,5,9,11.3000001907349,4305.25,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",2760,"63",4,2,60,1,0,1,4,4,1,NA,11.3000001907349,4305.25,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",2762,"63",4,1,40,1,0,1,4,NA,4,3,4,3799.5,3200,3,1,907,207,3200,2000,1,1,56,2010,6,2,2,2,NA,NA,NA,2000,NA,1,63,6,1,NA
"2904",2762,"63",4,2,38,1,0,1,4,NA,1,NA,4,3799.5,3200,3,1,907,207,3200,2000,1,1,56,2010,6,2,2,2,NA,NA,NA,3230,NA,1,63,6,1,NA
"2905",2764,"63",4,1,31,3,0,1,4,1,4,6,3.20000004768372,2882.25,3200,3,1,907,207,3200,2000,1,10,56,2011,6,NA,NA,NA,NA,NA,NA,1950,1950,1,63,6,12,NA
"2906",2766,"63",4,2,38,1,0,1,4,4,1,NA,4.19999980926514,3208.75,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",2766,"63",4,1,43,1,0,1,4,1,4,NA,4.19999980926514,3208.75,3200,3,1,907,207,3200,2000,1,5,56,2009,6,NA,NA,2,2009,1,6,2800,NA,1,63,6,1,NA
"2908",2768,"63",2,1,16,2,0,1,4,1,5,9,9.30000019073486,6410.5,3200,3,1,907,207,3200,2000,1,NA,NA,2011,6,NA,NA,NA,NA,NA,NA,470,NA,1,63,6,8,NA
"2909",2772,"63",4,1,17,2,0,1,4,1,5,9,7.30000019073486,7573.25,3200,3,1,907,207,3200,2000,1,1,56,2011,6,NA,NA,1,NA,2,6,3200,NA,1,63,6,1,NA
"2910",2772,"63",4,1,58,1,0,1,4,2,4,5,7.30000019073486,7573.25,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",2772,"63",4,2,45,1,0,1,4,4,1,NA,7.30000019073486,7573.25,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",2774,"63",4,1,18,2,0,1,4,NA,6,12,12.3199996948242,3745.5,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",2774,"63",4,2,41,1,0,1,4,NA,1,NA,12.3199996948242,3745.5,3200,3,1,907,207,3200,2000,1,1,56,2009,6,NA,NA,2,2009,2,6,1300,NA,1,63,6,1,NA
"2914",2774,"63",4,1,47,1,0,1,4,NA,4,6,12.3199996948242,3745.5,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",2776,"63",4,2,17,2,0,1,4,1,6,10,7.80000019073486,4062.75,3200,3,1,907,207,3200,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916",2776,"63",4,2,43,1,0,1,4,1,1,NA,7.80000019073486,4062.75,3200,3,1,907,207,3200,2000,1,1,56,2008,6,2,2,1,2008,2,6,5500,NA,1,63,6,1,800
"2917",2776,"63",4,1,45,1,0,1,4,4,4,6,7.80000019073486,4062.75,3200,3,1,907,207,3200,2000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",2778,"63",5,2,30,1,0,1,4,4,4,3,7.75,6213.4,3310,3,1,2110,178,3310,1000,1,4,63,2002,6,2,2,2,2002,2,6,1300,NA,1,63,6,1,NA
"2919",2778,"63",5,2,58,1,0,1,4,4,1,NA,7.75,6213.4,3310,3,1,2110,178,3310,1000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",2778,"63",5,1,28,1,0,1,4,4,4,3,7.75,6213.4,3310,3,1,2110,178,3310,1000,1,4,63,2002,6,2,2,2,2002,2,6,1300,NA,1,63,6,1,NA
"2921",2780,"63",4,2,20,5,0,1,4,2,6,12,5.15999984741211,4937.75,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,1,1,NA
"2922",2780,"63",4,1,49,1,0,1,4,4,4,NA,5.15999984741211,4937.75,3310,3,1,2110,178,3310,1000,1,2,56,1997,7,2,2,2,1997,2,5,NA,NA,NA,NA,NA,NA,NA
"2923",2780,"63",4,1,23,5,0,4,4,2,11,15,5.15999984741211,4937.75,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,1,1,NA
"2924",2780,"63",4,2,47,1,0,1,4,4,1,NA,5.15999984741211,4937.75,3310,3,1,2110,178,3310,1000,1,2,56,1997,7,2,2,2,1997,2,5,NA,NA,NA,NA,NA,NA,NA
"2925",2782,"63",5,1,32,2,0,1,4,4,4,NA,7.78999996185303,8151,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",2782,"63",5,2,30,2,0,1,4,4,1,NA,7.78999996185303,8151,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,1,63,6,1,NA
"2927",2784,"63",5,1,27,2,0,1,4,4,4,2.5,4,2142.2,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",2784,"63",5,2,28,1,0,1,4,4,1,NA,4,2142.2,3310,3,1,2110,178,3310,1000,1,1,56,2006,6,NA,NA,2,2006,2,6,2000,NA,1,63,6,1,NA
"2929",2784,"63",5,1,30,1,0,1,4,4,1,NA,4,2142.2,3310,3,1,2110,178,3310,1000,1,1,56,2005,6,NA,NA,2,2005,2,6,2000,NA,1,63,6,1,NA
"2930",2786,"63",6,1,20,2,0,1,4,4,5,9,2.54999995231628,8844.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",2786,"63",6,2,30,1,0,1,4,4,1,6,2.54999995231628,8844.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",2786,"63",6,1,34,1,0,1,4,4,4,NA,2.54999995231628,8844.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,6,1,NA
"2933",2786,"63",6,1,58,1,0,1,4,4,4,5,2.54999995231628,8844.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934",2786,"63",6,2,57,1,0,1,4,4,1,NA,2.54999995231628,8844.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935",2788,"63",4,1,17,2,0,1,4,3,5,9,5.63000011444092,6587.25,3310,3,1,2110,178,3310,1000,1,NA,NA,1997,6,NA,NA,2,1997,2,5,NA,NA,NA,NA,NA,NA,NA
"2936",2788,"63",4,1,41,1,0,1,4,4,1,NA,5.63000011444092,6587.25,3310,3,1,2110,178,3310,1000,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,2300,NA,1,63,6,1,NA
"2937",2788,"63",4,2,40,1,0,1,4,4,1,NA,5.63000011444092,6587.25,3310,3,1,2110,178,3310,1000,1,1,56,1997,6,NA,NA,2,1997,2,5,2200,NA,1,63,6,1,NA
"2938",2790,"63",6,1,53,1,0,1,4,4,1,NA,3.84999990463257,8078.66666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"2939",2790,"63",6,2,24,1,0,1,4,4,1,NA,3.84999990463257,8078.66666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,1,1,NA
"2940",2790,"63",6,1,26,1,0,1,1,4,4,4,3.84999990463257,8078.66666666667,3310,3,1,2110,178,3310,1000,1,1,56,2005,6,NA,NA,2,2005,2,6,2700,NA,1,63,6,1,NA
"2941",2790,"63",6,2,50,1,0,1,4,4,1,NA,3.84999990463257,8078.66666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"2942",2792,"63",5,2,35,1,0,1,4,4,1,NA,1.87000000476837,2492.2,3310,3,1,2110,178,3310,1000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943",2792,"63",5,1,37,1,0,1,4,4,1,NA,1.87000000476837,2492.2,3310,3,1,2110,178,3310,1000,1,1,56,2009,6,NA,NA,2,2009,2,6,2000,NA,1,63,6,1,NA
"2944",2794,"63",6,1,57,1,0,1,4,4,1,NA,3.40000009536743,9183.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",2794,"63",6,2,31,1,0,1,4,4,1,NA,3.40000009536743,9183.16666666667,3310,3,1,2110,178,3310,1000,1,1,56,2005,6,NA,NA,2,2005,2,6,1500,NA,1,63,6,1,NA
"2946",2794,"63",6,2,25,2,0,4,4,2,11,13,3.40000009536743,9183.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947",2794,"63",6,1,23,2,0,4,4,2,11,14,3.40000009536743,9183.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948",2794,"63",6,2,56,1,0,1,4,4,1,NA,3.40000009536743,9183.16666666667,3310,3,1,2110,178,3310,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949",2794,"63",6,1,33,1,0,1,4,4,4,2,3.40000009536743,9183.16666666667,3310,3,1,2110,178,3310,1000,1,1,56,2005,6,NA,NA,2,2005,2,6,2000,NA,1,63,6,1,NA
"2950",2796,"63",7,1,42,1,0,1,4,4,1,NA,9.85000038146973,5554.28571428571,3310,3,1,2110,178,3310,1000,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,2045,NA,1,63,6,1,NA
"2951",2796,"63",7,2,27,1,0,1,4,3,4,5,9.85000038146973,5554.28571428571,3310,3,1,2110,178,3310,1000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",2796,"63",7,1,28,1,0,1,4,3,4,6,9.85000038146973,5554.28571428571,3310,3,1,2110,178,3310,1000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",2796,"63",7,2,37,1,0,1,4,4,1,NA,9.85000038146973,5554.28571428571,3310,3,1,2110,178,3310,1000,1,NA,NA,2009,6,NA,NA,2,2009,2,6,NA,NA,NA,NA,NA,NA,NA
"2954",2798,"63",6,2,26,1,0,1,4,3,1,0,7,3256.33333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2009,5,2,2,1,2009,3,5,17000,3000,2,32,2,11,400
"2955",2798,"63",6,1,53,1,0,1,4,4,1,0,7,3256.33333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",2798,"63",6,1,21,NA,0,1,4,4,1,0,7,3256.33333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957",2798,"63",6,2,51,1,0,1,4,4,1,0,7,3256.33333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958",2798,"63",6,2,19,NA,0,1,4,2,4,6,7,3256.33333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2009,5,2,2,1,2009,3,5,18000,3000,2,32,2,11,400
"2959",2798,"63",6,1,39,1,0,1,4,2,1,0,7,3256.33333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2009,5,2,2,1,2007,3,6,22000,5000,2,32,2,11,400
"2960",2800,"63",5,1,20,2,0,1,4,2,4,6,6,3674.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,10,70,2010,6,2,NA,1,2010,3,6,17000,2500,1,44,2,11,800
"2961",2800,"63",5,1,40,1,0,1,4,4,1,NA,6,3674.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,10,60,2008,6,2,NA,1,2008,2,6,19000,4000,1,63,2,9,NA
"2962",2800,"63",5,2,37,1,0,1,4,4,4,6,6,3674.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,10,60,2008,6,2,NA,1,2008,2,6,15000,4000,1,63,NA,NA,NA
"2963",2802,"63",6,1,25,NA,0,1,4,2,4,4,7,4183.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,11,NA,2001,6,2,2,1,2001,3,6,23625,3625,2,33,2,11,600
"2964",2802,"63",6,2,17,NA,0,1,4,2,1,NA,7,4183.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,6,2,2,1,2001,3,6,2100,3625,2,33,2,11,NA
"2965",2802,"63",6,1,50,NA,0,NA,4,4,1,NA,7,4183.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",2802,"63",6,2,44,NA,0,1,4,4,1,NA,7,4183.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967",2802,"63",6,1,21,NA,0,1,4,2,1,NA,7,4183.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,11,70,2001,6,2,2,1,2001,3,6,24000,3625,2,33,2,11,600
"2968",2802,"63",6,1,23,NA,0,1,4,2,4,4,7,4183.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,6,2,2,1,2001,3,6,21000,3625,2,33,2,11,NA
"2969",2804,"63",5,2,24,1,0,1,4,1,1,0,4,4151.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,9,70,2008,5,NA,NA,1,2007,3,5,18000,1500,1,32,3,11,300
"2970",2804,"63",5,1,27,1,0,1,4,2,4,6,4,4151.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,9,70,2008,5,NA,NA,1,2007,3,5,29000,7000,1,32,3,11,300
"2971",2804,"63",5,2,54,1,0,1,4,4,1,0,4,4151.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",2804,"63",5,1,21,4,0,1,4,2,1,0,4,4151.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,9,70,2008,5,NA,NA,1,2007,3,5,26000,6000,1,32,3,11,300
"2973",2806,"63",7,1,39,1,0,1,4,2,4,5,4,3804.85714285714,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,NA,2,2,1,2001,3,6,21000,3660,2,31,1,11,NA
"2974",2806,"63",7,2,32,1,0,1,4,4,1,NA,4,3804.85714285714,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",2806,"63",7,2,42,1,0,1,4,2,1,NA,4,3804.85714285714,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,NA,2,2,1,2001,3,6,21000,3660,2,31,1,11,NA
"2976",2806,"63",7,1,28,1,0,1,4,2,4,5,4,3804.85714285714,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,NA,2,2,1,2001,3,6,21000,3660,2,31,1,11,NA
"2977",2806,"63",7,1,23,2,0,1,4,2,4,5,4,3804.85714285714,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,NA,2,2,1,2001,3,6,21000,3660,2,31,1,11,NA
"2978",2806,"63",7,1,44,3,0,1,4,2,4,5,4,3804.85714285714,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2001,NA,2,2,1,2001,3,6,21000,3660,2,31,1,11,NA
"2979",2808,"63",5,2,24,1,0,1,4,4,1,0,NA,4554.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,8,64,2011,NA,2,2,1,2009,3,6,25000,4824,2,32,3,11,700
"2980",2808,"63",5,1,26,1,0,1,4,2,4,2,NA,4554.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,8,64,2011,NA,2,2,2,2009,3,6,25000,5000,2,32,3,11,700
"2981",2808,"63",5,1,43,3,0,1,4,4,4,3,NA,4554.6,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982",2810,"63",4,1,25,2,0,1,4,2,1,0,6,6962.75,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,10,70,2010,5,2,2,1,2009,3,5,19500,9500,2,31,1,11,600
"2983",2810,"63",4,1,27,3,0,1,4,2,5,9,6,6962.75,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,10,70,2010,5,2,2,1,2009,3,5,20000,10000,2,31,1,11,600
"2984",2812,"63",6,1,24,2,0,1,4,2,4,5,3,3895.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,8,72,2010,NA,2,2,1,2010,3,6,18500,4500,2,31,1,11,600
"2985",2812,"63",6,1,19,2,0,1,4,2,4,5,3,3895.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,8,72,2010,NA,2,2,1,2010,3,6,18500,4500,2,31,1,11,700
"2986",2812,"63",6,2,20,1,0,1,4,2,1,NA,3,3895.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,8,72,2010,NA,2,2,1,2010,3,6,18500,4500,2,31,1,11,600
"2987",2812,"63",6,1,21,1,0,1,4,2,4,5,3,3895.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,8,72,2010,NA,2,2,1,2010,3,6,18500,4500,2,31,1,11,700
"2988",2812,"63",6,1,27,2,0,1,4,2,11,16,3,3895.5,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",2814,"63",6,2,29,1,0,1,4,3,1,0,5,4305.83333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2010,6,2,2,1,2008,3,5,24000,6000,2,31,1,11,600
"2990",2814,"63",6,1,34,1,0,1,4,2,4,5,5,4305.83333333333,4178.31982421875,3,1,2040,224,4178.31982421875,2318,1,12,70,2010,6,2,2,1,2008,3,5,30000,7000,2,31,1,11,600
"2991",2816,"63",5,2,27,1,0,1,4,4,1,0,NA,4382.2,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",2816,"63",5,1,34,1,0,1,4,2,6,12,NA,4382.2,4178.31982421875,3,1,2040,224,4178.31982421875,2318,2,NA,NA,NA,NA,NA,NA,3,2007,3,5,NA,NA,NA,NA,NA,NA,NA
