"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b2","Unemp","EmptType","b4_2","b5","b7","b10","b12","c11_1","c12","pa151"
"5523",79990,"ningxia",2,1,57,1,0,1,4,1976,1,NA,NA,NA,NA,NA,NA,5,9,NA
"5524",79990,"ningxia",2,2,55,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,4,6,NA
"5525",80000,"ningxia",3,1,31,1,0,1,4,2006,0,1,21,2006,16,NA,NA,6,12,NA
"5526",80000,"ningxia",3,2,31,1,0,1,4,2006,0,1,21,2006,16,NA,NA,6,12,NA
"5528",80010,"ningxia",4,1,35,1,0,1,4,2000,0,0,56,2000,5,3,7,4,6,NA
"5529",80010,"ningxia",4,2,32,1,0,1,4,2011,0,0,56,2011,8,6,1,4,6,NA
"5533",80030,"ningxia",1,1,27,2,0,2,4,2010,0,0,68,2010,16,4,5,11,16,15600
"5534",80040,"ningxia",2,1,62,1,1,1,1,1972,0,1,105,2008,8,NA,NA,6,12,NA
"5535",80040,"ningxia",2,2,56,1,0,1,4,1976,0,1,105,2008,8,NA,NA,6,12,NA
"5538",80050,"ningxia",3,1,32,2,1,2,4,2001,0,0,72,2011,7,NA,NA,5,9,NA
"5539",80060,"ningxia",3,1,40,1,1,2,4,2004,0,1,84,2004,15,NA,NA,6,12,NA
"5540",80060,"ningxia",3,2,39,1,1,2,4,2004,0,1,84,2004,15,NA,NA,5,9,NA
"5542",80070,"ningxia",4,2,36,1,1,1,4,2003,0,1,112,2003,8,NA,NA,5,9,NA
"5543",80070,"ningxia",4,1,42,1,1,1,4,2003,0,1,112,2003,8,NA,NA,6,12,NA
"5548",80090,"ningxia",5,2,39,1,1,1,4,1995,0,1,105,2004,8,NA,NA,5,9,NA
"5549",80090,"ningxia",5,1,39,1,1,1,4,1992,0,1,105,2004,8,NA,NA,6,12,NA
"5553",80100,"ningxia",3,1,25,1,1,1,4,2005,0,1,70,2008,8,NA,NA,5,9,NA
"5554",80100,"ningxia",3,2,22,1,1,1,4,2006,0,1,70,2008,8,NA,NA,5,9,NA
"5556",80110,"ningxia",4,1,43,1,1,2,4,2004,0,1,91,2004,8,NA,NA,4,6,NA
"5557",80110,"ningxia",4,2,39,1,1,2,4,2004,0,1,91,2004,8,NA,NA,4,6,NA
"5558",80110,"ningxia",4,2,20,2,1,2,4,2011,0,0,55,2011,9,NA,NA,10,12,NA
"5560",80120,"ningxia",3,1,26,1,1,2,4,2004,0,1,112,2011,8,NA,NA,5,9,NA
"5561",80120,"ningxia",3,2,25,1,1,2,4,NA,0,1,112,2011,8,NA,NA,5,9,NA
"5563",80130,"ningxia",2,1,46,1,1,2,1,2000,0,1,126,2000,8,NA,NA,5,NA,NA
"5564",80130,"ningxia",2,2,48,1,1,2,4,2000,0,1,126,2000,8,NA,NA,5,NA,NA
"5567",80140,"ningxia",5,2,24,2,1,1,4,2009,0,0,40,2009,15,NA,NA,6,12,NA
"5570",80150,"ningxia",3,1,38,1,1,1,4,1990,0,0,70,1990,4,6,1,5,9,NA
"5571",80150,"ningxia",3,2,40,1,1,1,4,1992,0,1,70,2012,8,NA,NA,5,9,NA
"5573",80160,"ningxia",4,1,48,1,1,NA,4,1979,0,1,77,2006,12,NA,NA,5,9,NA
"5574",80160,"ningxia",4,2,46,1,1,NA,4,1987,1,NA,NA,NA,NA,NA,NA,6,12,NA
"5577",81500,"ningxia",3,1,54,1,1,1,4,1983,0,0,50,1983,16,1,2,8,11,33800
"5579",81500,"ningxia",3,1,27,2,1,1,4,2009,0,0,40,2009,15,4,1,9,15,21400
"5580",81510,"ningxia",3,1,25,1,1,1,4,2008,0,NA,40,2008,4,4,5,10,12,30000
"5581",81510,"ningxia",3,2,28,1,1,1,4,2007,0,NA,50,2007,16,4,1,12,15,20000
"5583",81520,"ningxia",3,1,34,1,1,1,4,2003,0,0,40,2003,16,4,3,12,15,30000
"5584",81520,"ningxia",3,2,33,1,1,1,4,2005,0,0,40,2005,17,4,1,12,15,29000
"5586",81530,"ningxia",4,1,39,1,1,1,4,NA,0,1,70,2001,8,NA,NA,6,13,NA
"5587",81530,"ningxia",4,2,38,1,1,1,4,NA,0,1,70,2001,8,NA,NA,5,9,NA
"5594",81550,"ningxia",3,1,50,1,1,1,1,NA,0,0,52,1982,19,NA,1,12,12,49340
"5595",81550,"ningxia",3,2,25,2,1,1,1,NA,0,0,48,2010,16,NA,4,11,18,18500
"5596",81560,"ningxia",4,1,54,1,1,1,4,1976,0,0,19,1976,19,NA,2,4,5,38500
"5598",81560,"ningxia",4,2,28,2,1,1,2,2010,0,0,39,2010,15,NA,1,6,11,9600
"5599",81560,"ningxia",4,1,25,2,1,1,2,2010,0,0,48,2010,10,NA,2,9,15,16800
"5600",81570,"ningxia",4,1,30,1,1,1,1,2005,0,0,10,2005,16,4,4,11,16,45600
"5601",81570,"ningxia",4,2,31,1,1,1,4,2008,0,0,8,2008,4,4,1,9,15,39700
"5622",81650,"ningxia",2,2,42,1,1,1,4,2000,0,0,10,2000,3,NA,2,6,12,5500
"5626",81670,"ningxia",3,1,28,1,1,1,4,2005,0,NA,40,2005,16,4,2,12,13,32800
"5627",81670,"ningxia",3,2,28,1,1,1,1,2005,0,NA,40,2005,13,5,1,12,13,24000
"5629",81680,"ningxia",3,1,32,1,1,1,4,2005,0,0,44,2005,16,4,4,12,14,30000
"5630",81680,"ningxia",3,2,31,1,1,1,4,2006,0,0,44,2006,16,4,4,12,14,30000
"5632",81690,"ningxia",3,1,32,1,1,1,4,2002,0,0,44,2002,16,4,4,12,14,30000
"5633",81690,"ningxia",3,2,31,1,1,1,4,2006,0,0,44,2006,16,4,4,12,14,30000
"5635",81700,"ningxia",4,1,40,1,1,NA,4,1995,0,0,70,1995,5,6,5,5,6,20000
"5636",81700,"ningxia",4,2,42,1,1,NA,4,1996,0,0,70,1996,8,6,1,5,6,10000
"5639",81710,"ningxia",4,1,49,1,1,1,4,1990,0,0,70,1990,5,6,5,6,11,NA
"5640",81710,"ningxia",4,2,44,1,1,1,4,1992,0,0,70,1992,1,7,1,5,8,NA
"5643",81720,"ningxia",4,1,40,1,1,1,4,2005,0,0,70,NA,15,5,1,6,9,40000
"5647",81730,"ningxia",3,1,32,1,1,1,4,2002,0,0,44,2002,16,4,4,12,14,30000
"5648",81730,"ningxia",3,2,31,1,1,1,4,2005,0,0,44,2005,16,4,4,12,14,30000
"5650",81740,"ningxia",4,1,42,1,1,1,4,1996,0,0,70,NA,1,5,1,4,6,NA
"5654",81750,"ningxia",3,1,31,1,1,1,4,2004,0,0,44,2004,16,4,4,12,14,30000
"5655",81750,"ningxia",3,2,35,1,1,1,4,2000,0,0,44,2000,16,4,4,12,14,30000
"5657",81760,"ningxia",3,1,33,1,1,1,4,2002,0,0,44,2002,16,4,4,12,14,30000
"5658",81760,"ningxia",3,2,31,1,1,1,4,2003,0,0,44,2005,16,4,4,12,14,30000
"5660",81770,"ningxia",5,1,49,1,1,1,1,1982,0,0,56,1982,16,1,2,8,9,NA
"5661",81770,"ningxia",5,2,49,1,1,1,4,2011,0,0,70,2011,9,3,2,5,8,NA
"5662",81770,"ningxia",5,2,26,2,1,1,4,2009,0,0,45,2009,19,4,3,11,16,NA
"5663",81770,"ningxia",5,2,24,2,1,1,4,2009,0,0,40,2009,16,4,3,11,16,NA
"5665",81780,"ningxia",3,1,49,1,1,1,4,1986,0,0,50,1986,16,1,3,8,12,NA
"5666",81780,"ningxia",3,2,49,1,1,1,4,1988,0,0,45,1988,16,1,3,8,12,NA
"5668",81790,"ningxia",3,1,47,1,NA,1,1,NA,0,0,42,1980,16,1,2,8,19,39600
"5669",81790,"ningxia",3,2,45,1,NA,1,4,NA,0,0,48,2011,15,7,3,5,8,18000
"5671",81800,"ningxia",2,2,24,2,1,1,2,2009,0,0,50,2009,7,4,2,12,16,40000
"5672",81800,"ningxia",2,2,52,4,1,1,4,1982,0,0,40,1994,16,1,3,8,11,30000
"5673",81810,"ningxia",2,1,31,1,1,2,4,2008,0,0,60,2008,16,4,3,11,16,NA
"5674",81810,"ningxia",2,2,26,1,1,1,1,2009,0,0,60,2009,16,4,3,11,16,NA
"5675",81820,"ningxia",3,1,47,1,1,1,1,1988,0,0,48,1988,19,1,1,12,14,45000
"5676",81820,"ningxia",3,2,44,1,1,1,4,1989,0,0,55,1989,17,1,2,8,14,50000
"5678",81830,"ningxia",4,1,50,1,1,1,1,1998,0,1,56,NA,8,4,1,6,9,20000
"5679",81830,"ningxia",4,2,48,1,1,1,1,1989,0,0,40,NA,1,1,2,12,11,30000
"5682",81840,"ningxia",3,1,45,1,1,1,1,1987,0,0,40,1987,14,1,3,9,16,30000
"5685",81850,"ningxia",3,1,43,1,1,1,4,1987,0,0,40,2011,19,6,1,6,11,28000
"5686",81850,"ningxia",3,2,42,1,1,1,4,1990,0,1,84,2006,9,NA,NA,6,11,NA
"5688",81860,"ningxia",3,1,44,1,1,1,4,NA,0,0,70,1993,6,6,7,5,8,NA
"5691",81870,"ningxia",4,1,43,1,1,1,4,1989,0,0,40,1999,3,NA,NA,5,8,30000
"5692",81870,"ningxia",4,2,43,1,1,1,4,NA,1,NA,56,2010,9,NA,NA,5,8,5000
"5699",81890,"ningxia",2,2,36,3,1,1,4,1997,0,0,40,2009,8,6,1,5,NA,18000
"5701",81900,"ningxia",3,1,32,1,0,1,4,2004,0,0,44,2004,16,4,4,12,15,30000
"5702",81900,"ningxia",3,2,32,1,0,1,4,2004,0,0,44,2004,16,4,4,12,15,30000
"5704",81910,"ningxia",4,1,33,1,0,1,1,1998,0,0,56,2007,17,NA,1,12,16,19000
"5705",81910,"ningxia",4,2,35,1,0,1,4,1998,0,0,77,1998,17,NA,2,12,16,19000
"5708",81920,"ningxia",3,1,29,1,0,1,4,2002,0,0,40,2002,19,4,3,12,NA,32400
"5709",81920,"ningxia",3,2,27,1,0,1,4,2004,0,1,70,2004,8,7,1,6,NA,NA
"5715",81940,"ningxia",4,1,41,1,0,1,4,NA,0,1,70,NA,5,6,2,2,6,NA
"5719",81950,"ningxia",4,2,24,1,0,1,4,2010,0,0,56,2011,16,4,3,11,17,27960
"5720",81950,"ningxia",4,1,28,1,0,1,4,2008,0,0,56,2009,19,4,5,11,16,30000
"5726",81970,"ningxia",4,1,36,1,0,1,1,1995,0,0,56,2008,19,NA,2,12,12,30000
"5727",81970,"ningxia",4,2,37,1,0,1,4,1995,0,0,48,1995,1,NA,2,12,12,33600
"5733",81990,"ningxia",3,1,44,1,0,1,4,NA,0,0,48,1988,6,6,2,8,NA,27000
"5741",83120,"ningxia",5,1,37,1,1,2,4,2001,1,NA,80,2001,1,7,1,5,7,18000
"5745",83130,"ningxia",4,1,33,1,1,NA,4,2002,1,NA,58,2002,6,NA,1,5,8,27400
"5749",83140,"ningxia",3,1,34,1,1,NA,4,2000,0,0,58,2000,5,6,3,5,NA,30000
"5750",83140,"ningxia",3,2,33,1,1,NA,4,2000,0,0,58,2000,7,6,2,12,NA,18000
"5752",83150,"ningxia",4,1,32,1,1,NA,4,2005,0,0,58,2005,8,6,1,5,8,31200
"5756",83160,"ningxia",3,1,43,1,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA
"5757",83160,"ningxia",3,2,42,1,1,NA,4,2003,0,1,53,2003,8,NA,NA,5,NA,NA
"5760",83170,"ningxia",2,2,19,2,1,1,4,2010,0,0,58,2010,8,6,NA,8,NA,NA
"5761",83180,"ningxia",2,2,45,4,1,2,4,2008,0,0,49,2011,9,6,1,4,NA,NA
"5763",83190,"ningxia",4,1,35,1,1,2,4,2007,0,1,72,2007,6,NA,NA,5,NA,NA
"5764",83190,"ningxia",4,2,35,1,1,2,4,2007,0,0,60,2007,15,6,1,5,NA,6000
"5767",83200,"ningxia",3,1,54,1,1,NA,4,2011,0,0,10,2011,5,6,5,NA,NA,6000
"5768",83200,"ningxia",3,2,55,1,1,NA,4,1978,0,0,8,1978,16,1,2,NA,NA,43986
"5770",83210,"ningxia",3,1,26,1,1,NA,4,2008,0,1,70,2008,8,NA,1,5,NA,NA
"5773",83220,"ningxia",3,2,43,4,1,NA,4,2001,0,0,70,2001,15,6,1,4,NA,NA
"5774",83220,"ningxia",3,1,22,2,1,NA,4,2009,0,0,56,2009,19,1,2,12,NA,NA
"5775",83220,"ningxia",3,1,20,2,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA
"5776",83230,"ningxia",3,1,34,1,1,NA,4,2000,0,0,70,2000,6,6,1,5,NA,23400
"5777",83230,"ningxia",3,2,30,1,1,NA,4,2000,0,1,70,2000,8,NA,NA,5,NA,NA
"5779",83240,"ningxia",4,1,34,1,1,NA,4,1998,0,0,70,1998,8,6,1,5,NA,50000
"5783",83250,"ningxia",4,1,44,1,1,NA,4,2001,0,0,70,2001,5,6,2,4,NA,22400
"5784",83250,"ningxia",4,2,40,1,1,NA,4,2001,0,0,70,2001,6,6,2,4,NA,15300
"5787",83260,"ningxia",3,1,42,1,1,2,4,2008,0,1,70,2008,6,NA,NA,4,6,NA
"5789",83260,"ningxia",3,1,21,2,1,2,4,2008,0,0,40,2008,5,6,3,4,6,NA
"5790",83270,"ningxia",4,1,31,1,NA,NA,4,2000,0,0,56,2000,6,6,2,5,NA,32200
"5791",83270,"ningxia",4,2,33,1,NA,NA,4,2011,0,0,56,2011,9,6,1,5,NA,4600
"5794",83280,"ningxia",4,1,42,1,1,2,4,2000,0,1,70,2000,3,NA,NA,4,NA,NA
"5798",83290,"ningxia",2,1,46,1,1,1,1,1984,0,0,40,1984,16,1,2,9,NA,46213.4
"5800",83300,"ningxia",4,1,25,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA
"5801",83300,"ningxia",4,2,26,1,1,1,NA,2006,0,0,50,2006,10,1,2,9,NA,36000
"5802",83300,"ningxia",4,1,48,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA
"5804",83310,"ningxia",4,1,37,1,1,1,4,2002,0,0,70,2002,5,NA,3,5,NA,NA
"5805",83310,"ningxia",4,2,34,1,1,1,4,2002,0,0,77,2002,5,NA,3,4,NA,NA
"5808",83320,"ningxia",2,1,20,2,1,2,4,2007,0,0,70,2007,9,6,1,5,NA,18000
"5809",83320,"ningxia",2,1,22,2,1,2,4,2007,0,0,70,2007,9,6,1,5,NA,18000
"5810",83330,"ningxia",4,1,31,1,1,1,4,2002,0,0,84,2002,1,7,1,5,NA,46380
"5814",83340,"ningxia",3,1,30,1,1,2,4,2005,0,1,84,2005,6,NA,NA,6,12,NA
"5820",83360,"ningxia",2,2,39,3,1,1,4,1995,0,0,8,1995,14,1,2,9,14,NA
"5822",83370,"ningxia",4,1,31,1,1,1,4,2007,0,1,84,2007,6,NA,NA,4,NA,NA
"5823",83370,"ningxia",4,2,29,1,1,1,4,2001,0,1,84,2001,8,NA,NA,4,NA,NA
"5826",83380,"ningxia",6,1,30,1,1,2,4,2005,0,0,40,2005,5,5,3,5,8,NA
"5830",83380,"ningxia",6,1,52,1,1,2,4,1978,0,0,40,2007,3,5,3,4,NA,NA
"5834",83400,"ningxia",3,1,48,1,1,1,1,1981,0,0,40,1981,8,1,1,6,8,NA
"5835",83400,"ningxia",3,2,48,1,1,1,4,1981,0,0,40,1981,17,1,3,5,7,NA
"5837",83410,"ningxia",3,1,29,1,1,2,4,2000,0,0,40,2000,5,5,5,5,8,43500
"5840",83420,"ningxia",3,1,27,1,1,2,4,2002,0,0,9,2002,6,5,1,5,8,NA
"5841",83420,"ningxia",3,2,27,1,1,2,2,2001,0,0,8,2009,8,3,2,5,8,NA
"5843",83430,"ningxia",2,1,51,1,1,2,4,1988,0,0,40,2008,5,3,2,6,9,27600
"5844",83430,"ningxia",2,2,48,1,1,2,4,2000,0,1,20,2000,15,NA,NA,4,6,NA
"5845",83440,"ningxia",3,1,51,1,1,1,1,1980,0,0,40,1980,19,1,2,9,14,NA
"5847",83440,"ningxia",3,1,27,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,9,14,NA
"5848",83450,"ningxia",5,1,41,1,1,2,4,1994,0,1,60,1994,6,NA,NA,5,8,NA
"5853",83460,"ningxia",5,1,36,1,1,1,1,1997,0,0,40,1997,19,1,3,12,13,NA
"5854",83460,"ningxia",5,2,41,1,1,1,4,1993,0,0,40,1993,19,1,3,12,12,NA
"5858",83470,"ningxia",3,1,49,1,1,2,4,1990,0,0,40,1990,2,5,3,5,8,NA
"5860",83470,"ningxia",3,1,21,2,1,2,4,2011,0,0,40,2011,19,3,1,6,12,NA
"5861",83480,"ningxia",3,1,31,1,1,1,1,1996,0,0,40,1996,19,1,2,9,14,NA
"5862",83480,"ningxia",3,2,30,1,1,1,4,2001,0,0,9,2004,8,5,1,9,14,NA
"5864",83490,"ningxia",3,1,46,1,1,1,1,1989,0,0,40,1989,16,1,3,9,14,NA
"5865",83490,"ningxia",3,2,41,1,1,1,4,1991,0,0,40,1991,19,1,2,9,14,NA
"5867",83500,"ningxia",2,1,58,1,1,1,4,1971,0,0,8,1971,19,1,2,8,8,NA
"5869",83510,"ningxia",3,1,27,1,1,2,4,2006,0,1,50,2006,6,NA,NA,5,9,NA
"5872",83520,"ningxia",2,1,29,1,1,1,1,2005,0,0,40,2005,16,1,5,11,15,NA
"5873",83520,"ningxia",2,2,26,1,1,1,4,2005,0,0,40,2005,10,3,4,9,14,NA
"5874",83530,"ningxia",2,1,24,1,1,2,4,2008,0,0,40,2008,5,5,5,9,14,NA
"5875",83530,"ningxia",2,2,26,1,1,1,4,2008,0,0,40,2008,5,5,5,9,14,NA
"5876",83540,"ningxia",3,1,36,1,1,2,4,1997,0,0,8,1997,5,NA,NA,5,8,NA
"5880",83550,"ningxia",4,1,42,1,1,1,1,1990,0,0,40,1997,19,1,2,11,15,NA
"5883",83560,"ningxia",3,1,42,1,1,2,4,1991,0,1,70,1991,15,NA,NA,5,8,NA
"5888",83580,"ningxia",2,1,52,1,1,1,1,1978,0,0,40,1978,16,1,2,12,13,NA
"5890",83590,"ningxia",3,1,50,1,1,1,1,1984,0,0,40,1984,16,1,2,11,16,NA
"5891",83590,"ningxia",3,2,50,1,1,1,4,1981,0,0,40,1981,7,1,2,12,14,NA
"5892",83590,"ningxia",3,2,23,2,1,1,4,2011,0,0,40,2011,7,3,2,11,15,NA
"5893",90010,"hunan",4,2,60,1,1,1,1,2000,0,0,40,2000,15,1,1,9,13,26800
"5895",90010,"hunan",4,1,32,1,1,1,4,1975,1,NA,NA,NA,NA,NA,NA,4,5,NA
"5897",90020,"hunan",3,1,44,1,1,1,4,1992,0,0,40,1992,15,1,1,5,9,26800
"5898",90020,"hunan",3,2,42,1,0,1,4,1992,0,0,40,2010,8,5,3,5,8,NA
"5900",90030,"hunan",2,1,45,1,0,1,4,NA,1,NA,6,2010,15,6,1,5,9,8400
"5905",90050,"hunan",4,1,38,1,1,1,4,NA,0,1,42,2006,8,NA,NA,8,12,14400
"5910",90060,"hunan",2,1,30,2,1,NA,4,2002,0,0,40,2008,6,6,2,6,12,NA
"5911",90070,"hunan",5,1,74,1,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40000
"5916",90080,"hunan",4,1,49,1,1,1,1,1982,0,0,40,1991,19,1,2,5,9,40200
"5919",90080,"hunan",4,2,22,2,1,1,2,2011,0,0,40,2011,9,3,3,9,15,NA
"5920",90090,"hunan",3,1,39,1,1,1,1,1992,0,0,40,1992,19,1,4,9,15,24804
"5921",90090,"hunan",3,2,35,1,1,1,4,2011,0,0,30,2011,15,5,1,5,12,NA
"5923",90100,"hunan",3,2,36,1,0,1,1,1997,0,0,30,1997,19,1,2,1,15,93600
"5924",90100,"hunan",3,1,34,1,1,1,1,1984,0,0,40,2010,6,5,3,1,15,NA
"5926",90110,"hunan",3,2,58,1,1,NA,4,2000,0,0,40,2000,15,1,2,8,12,NA
"5927",90110,"hunan",3,1,57,1,1,NA,4,1979,0,0,20,1979,2,1,4,5,9,NA
"5928",90110,"hunan",3,1,30,2,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,8,12,NA
"5931",90120,"hunan",5,1,33,1,1,NA,4,2009,0,0,40,NA,14,1,3,NA,NA,NA
"5933",90120,"hunan",5,2,30,1,1,NA,4,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"5934",90130,"hunan",4,2,71,1,1,1,1,2003,0,0,40,2003,15,1,2,8,12,9000
"5935",90130,"hunan",4,1,35,1,1,1,1,1997,0,0,46,2000,14,1,2,9,15,7200
"5940",90140,"hunan",5,1,35,1,1,1,4,1997,0,0,56,4,7,NA,NA,8,NA,NA
"5941",90140,"hunan",5,2,32,1,1,1,4,NA,0,0,56,4,7,NA,NA,5,NA,NA
"5943",90150,"hunan",5,1,63,1,1,NA,4,2003,0,0,40,2003,14,1,4,6,NA,2400
"5944",90150,"hunan",5,2,58,1,1,NA,4,2005,0,0,40,2005,14,1,4,5,NA,NA
"5945",90150,"hunan",5,2,27,2,1,NA,4,2009,0,0,40,2009,8,3,5,6,NA,NA
"5946",90150,"hunan",5,1,24,2,1,NA,4,2009,0,0,40,2009,8,3,5,5,NA,NA
"5947",90150,"hunan",5,2,25,2,1,NA,4,2008,0,0,40,2008,17,3,4,NA,NA,NA
"5948",90160,"hunan",3,1,49,1,1,1,1,1982,0,0,40,1982,2,1,4,6,12,57600
"5949",90160,"hunan",3,1,42,1,1,1,4,1988,0,0,40,1988,16,1,2,11,15,NA
"5951",90170,"hunan",3,2,48,1,1,1,4,1986,0,0,8,1986,16,1,3,11,NA,9000
"5952",90170,"hunan",3,1,49,1,1,1,1,1983,0,0,8,1983,18,1,2,11,NA,9000
"5954",90180,"hunan",5,1,66,1,1,1,1,1975,0,0,40,1975,17,1,2,9,16,9600
"5956",90180,"hunan",5,2,28,2,1,1,4,NA,0,NA,NA,NA,NA,NA,NA,9,15,7200
"5959",90190,"hunan",3,2,57,1,1,NA,1,1998,0,0,40,1998,15,1,2,10,14,NA
"5960",90190,"hunan",3,1,27,1,1,NA,1,1999,0,0,40,1999,19,1,3,9,15,NA
"5962",90200,"hunan",3,2,31,1,1,1,1,2002,0,0,40,2002,15,7,1,10,NA,15600
"5963",90200,"hunan",3,1,33,1,1,1,1,1992,0,0,40,1992,1,1,4,5,NA,NA
"5966",90210,"hunan",4,1,35,1,1,1,2,1980,0,1,35,2000,8,5,1,9,15,NA
"5967",90210,"hunan",4,1,40,2,1,1,4,2010,0,0,30,2010,19,1,3,11,16,9000
"5970",90220,"hunan",5,2,44,1,1,1,1,2001,0,0,40,2001,15,7,1,6,NA,NA
"5971",90220,"hunan",5,2,7,1,1,1,NA,2004,0,0,40,2004,7,3,3,9,NA,NA
"5972",90220,"hunan",5,2,27,1,1,1,NA,2002,0,0,40,2002,7,3,3,6,NA,NA
"5976",90230,"hunan",3,1,30,1,NA,1,NA,2004,0,0,0,2004,17,1,2,9,15,17000
"5979",90240,"hunan",3,2,35,1,1,1,NA,1996,0,0,40,1996,18,1,4,9,NA,NA
"5981",90260,"hunan",3,1,34,1,1,1,1,1994,0,0,40,1994,1,1,4,10,12,18600
"5982",90260,"hunan",3,2,33,1,1,1,4,1999,0,0,40,1999,8,NA,NA,5,9,NA
"5983",90260,"hunan",3,1,2,2,1,1,4,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA
"5984",90270,"hunan",3,2,34,1,1,1,1,1997,0,0,40,1997,1,1,4,9,15,22000
"5985",90270,"hunan",3,1,36,1,1,1,1,1993,0,0,40,1993,1,1,4,11,17,NA
"5989",90290,"hunan",4,2,33,1,1,1,1,1996,0,0,40,1996,1,1,4,9,12,8616
"5990",90290,"hunan",4,1,36,1,1,1,1,1996,0,0,40,1996,1,1,3,9,12,8640
"5993",90300,"hunan",4,1,44,1,0,1,4,1982,0,0,40,2001,6,6,1,6,12,16245
"5997",90310,"hunan",3,1,45,1,0,1,4,1992,0,0,49,2007,5,6,1,5,8,28155
"5998",90310,"hunan",3,2,41,1,0,1,4,NA,0,0,49,2011,12,3,2,6,11,NA
"6000",90320,"hunan",3,1,36,1,0,1,1,1995,0,0,40,17,19,1,2,12,NA,31940
"6001",90320,"hunan",3,2,37,1,0,1,1,1994,0,0,40,18,19,1,2,10,NA,29248
"6003",90330,"hunan",3,2,38,1,0,1,1,1995,0,0,45,1995,16,1,4,12,NA,21939
"6004",90330,"hunan",3,1,38,1,1,1,1,1994,0,0,50,1994,16,1,3,12,NA,24159
"6006",90340,"hunan",3,2,57,1,1,1,4,1978,0,0,50,2009,12,6,3,4,5,NA
"6007",90340,"hunan",3,1,33,2,1,1,4,2008,0,0,50,2008,5,6,4,6,12,26000
"6014",90360,"hunan",3,2,29,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,8,11,14600
"6019",90380,"hunan",4,1,42,1,0,1,1,1990,0,0,40,1990,15,1,1,12,14,15050
"6021",90380,"hunan",4,2,39,1,1,1,4,1994,0,0,56,2008,8,2,1,5,12,16613
"6022",90390,"hunan",3,1,52,1,1,1,4,1978,0,0,50,1978,19,1,3,6,11,22900
"6024",90390,"hunan",3,1,25,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,11,17,NA
"6025",90400,"hunan",1,1,55,2,0,1,4,1975,0,0,48,1975,15,4,NA,6,7,25930
"6027",90410,"hunan",3,1,38,1,1,1,4,1993,0,0,55,2005,8,6,2,6,11,22400
"6030",90420,"hunan",4,2,51,1,0,1,1,1978,0,0,40,1978,15,1,1,6,10,19620
"6031",90420,"hunan",4,1,27,2,1,1,4,2009,0,0,48,2009,3,6,4,7,11,17900
"6037",90440,"hunan",2,2,56,1,1,1,4,1980,0,0,35,2002,5,6,1,4,5,NA
"6038",90450,"hunan",4,1,53,1,0,1,4,1980,0,1,35,1980,15,NA,NA,6,NA,19700
"6040",90450,"hunan",4,2,25,1,0,1,4,2012,0,NA,NA,NA,NA,NA,NA,6,NA,NA
"6044",90480,"hunan",5,1,54,1,1,1,4,NA,0,0,45,2007,15,5,1,5,8,18900
"6046",90480,"hunan",5,1,23,2,1,1,4,NA,0,0,45,2006,3,2,2,5,9,16230
"6047",90480,"hunan",5,1,27,2,1,1,4,NA,0,0,45,2010,18,3,2,5,9,17800
"6052",90510,"hunan",3,2,33,1,0,1,4,2005,0,0,55,2005,8,3,1,10,15,20771
"6053",90510,"hunan",3,1,32,1,0,1,1,2003,0,0,40,2003,19,4,1,12,16,19439
"6055",90520,"hunan",3,1,46,1,1,1,1,1990,0,0,60,1990,19,4,1,6,12,35863
"6057",90520,"hunan",3,1,24,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,13,19,NA
"6058",90530,"hunan",3,1,29,1,0,1,1,2005,0,0,40,2005,19,4,2,11,16,21600
"6059",90530,"hunan",3,2,26,1,0,1,2,2006,0,0,56,2006,6,5,2,9,15,17800
"6060",90530,"hunan",3,2,22,2,0,1,2,2009,0,0,56,2009,6,5,2,9,15,12000
"6061",90540,"hunan",3,1,31,1,0,1,4,2003,0,0,68,2003,15,NA,NA,5,7,31400
"6062",90540,"hunan",3,2,30,1,1,1,4,2003,0,0,55,2003,15,NA,NA,8,11,26700
"6064",90550,"hunan",4,2,48,1,0,1,4,1986,0,0,40,1986,16,1,4,10,14,27925
"6065",90550,"hunan",4,1,48,1,1,1,1,1986,0,0,40,1986,16,1,2,12,16,25173
"6066",90550,"hunan",4,2,23,1,0,1,4,2010,0,0,40,2010,10,3,2,11,16,NA
"6070",90570,"hunan",3,1,55,1,1,1,4,1980,0,0,60,32,16,1,6,5,NA,22055
"6071",90570,"hunan",3,2,52,1,1,1,4,1985,0,1,48,27,15,3,1,5,NA,15700
"6072",90570,"hunan",3,1,29,2,1,1,4,2007,0,0,40,5,16,1,2,9,NA,12286
